Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Andalucía;10/05/1989;8,32;-;;;56311;12,00 m;Baja Definitiva (desde el 28/12/2020);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18452;Madera;4CA-4-8-92;AIRIÑA;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;1,61;ESP000020891;;ARTES MENORES EN EL GOLFO DE CADIZ;20891;6,00 m;Baja Definitiva (desde el 01/06/1998);-;-;;Madera;3CA-4-627;ANITA E ISABEL;7,35 kW (10,0 CV);33210 - Puerto Real, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,03;ESP000054096;;ARTES MENORES EN EL MEDITERRANEO;54096;6,66 m;Baja Definitiva (desde el 01/10/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17733;Madera;3CA-4-377;ANTONIO;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000013383;;-;13383;0,00 m;Baja Definitiva (desde el 13/06/1994);-;-;;Madera;3CA-4-551;ANTONIO CIFUENTES;17,65 kW (24,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,83;ESP000006103;;ARTES MENORES EN EL GOLFO DE CADIZ;6103;6,24 m;Baja Definitiva (desde el 10/11/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4358;Madera;3CA-4-612;ANTONIO DE LUCAS;9,56 kW (13,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;5,57;ESP000006121;;CERCO EN EL GOLFO DE CADIZ;6121;10,40 m;Baja Definitiva (desde el 22/10/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4372;Madera;3CA-4-632;ANTONIO Y TOMAS;54,43 kW (74,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,77;ESP000054080;;ARTES MENORES EN EL GOLFO DE CADIZ;54080;4,80 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17724;Madera;3CA-4-639;ANTOÑITO;11,03 kW (15,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;8,45;-;;;56308;12,10 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18451;Madera;4CA-4-1-92;ARROAZ;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Andalucía;10/05/1989;22,63;-;;;56303;14,50 m;Alta Definitiva (desde el 10/05/1989);-;EDCC;;Madera;4CA-4-5-92;ARTICO;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Andalucía;10/05/1989;29,30;-;;;56307;17,00 m;Baja Definitiva (desde el 20/02/2012);-;EHKI;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18450;Madera;4CA-4-3-92;ATREVIDA;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Andalucía;10/05/1989;20,00;-;;;56312;17,00 m;Alta Definitiva (desde el 03/09/2012);-;EDCY;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18453;Madera;4CA-4-6-92;AUDAZ;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;1,29;ESP000020015;;ARTES MENORES EN EL GOLFO DE CADIZ;20015;5,75 m;Baja Definitiva (desde el 22/03/2006);-;-;;Madera;3CA-4-580;BARTOLOME;7,35 kW (10,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,55;ESP000054083;;ARTES MENORES EN EL GOLFO DE CADIZ;54083;4,28 m;Alta Definitiva (desde el 13/11/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17726;Madera;3CA-4-166;CARMENCHU;7,35 kW (10,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,61;ESP000054093;;ARTES MENORES EN EL GOLFO DE CADIZ;54093;5,65 m;Baja Definitiva (desde el 01/10/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17731;Madera;3CA-4-97;CONCHITA;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;9,09;ESP000006102;;ARTES MENORES EN EL GOLFO DE CADIZ;6102;0,00 m;Baja Definitiva (desde el 21/10/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4357;Madera;3CA-4-457;DIEGO MIÑORI;94,14 kW (128,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,28;ESP000020019;;ARTES MENORES EN EL GOLFO DE CADIZ;20019;6,43 m;Baja Definitiva (desde el 22/07/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8397;Madera;3CA-4-598;DOÑA MERCEDES;22,06 kW (30,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Andalucía;15/09/2004;13,39;-;;;58223;17,35 m;Alta Definitiva (desde el 29/11/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/20024;Madera;4CA-4-16-92;EL SALVADOR;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;3,02;ESP000006111;;ARTES MENORES EN EL GOLFO DE CADIZ;6111;0,00 m;Baja Definitiva (desde el 21/10/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4364;Madera;3CA-4-626;EL SEBASTIANI;23,54 kW (32,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;13/03/1995;2,11;ESP000022969;;ARTES MENORES EN EL MEDITERRANEO;22969;6,00 m;Baja Definitiva (desde el 30/09/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10776;Madera;3CA-4-301;ELISA Y RAUL;23,54 kW (32,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;4,56;-;;;56309;15,06 m;Alta Definitiva (desde el 10/05/1989);-;-;;Madera;4CA-4-2-92;EMILIA;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;14/02/1997;2,81;ESP000023412;;ARTES MENORES EN EL GOLFO DE CADIZ;23412;6,65 m;Baja Definitiva (desde el 02/11/2009);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11212;Madera;3CA-4-535;ESPAÑA;7,35 kW (10,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;6,31;ESP000006171;;ARTES MENORES EN EL GOLFO DE CADIZ;6171;9,35 m;Baja Definitiva (desde el 13/11/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4402;-;3CA-4-594;FARO DE CADIZ;36,77 kW (50,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,59;ESP000054095;;ARTES MENORES EN EL GOLFO DE CADIZ;54095;4,15 m;Baja Definitiva (desde el 11/06/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17732;Madera;3CA-4-410;FELIPA;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;6,53;ESP000010702;;ARTES MENORES EN EL GOLFO DE CADIZ;10702;10,18 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/20741;Madera;3CA-4-94;HERMANAS DE LA VOLUNTAD;36,76 kW (50,0 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;3,98;ESP000011619;;ARTES MENORES EN EL GOLFO DE CADIZ;11619;8,10 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6489;Madera;3CA-4-641;HERMANOS MUÑOZ;50,01 kW (68,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,62;ESP000006119;;ARTES MENORES EN EL GOLFO DE CADIZ;6119;6,10 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4370;Madera;3CA-4-605;INMACULADA;14,71 kW (20,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,26;ESP000054087;;ARTES MENORES EN EL GOLFO DE CADIZ;54087;3,05 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17727;Madera;3CA-4-588;JESULIN;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;4,98;ESP000006105;;ARTES MENORES EN EL GOLFO DE CADIZ;6105;0,00 m;Baja Definitiva (desde el 18/01/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4360;Madera;3CA-4-636;JESUS ANGEL;7,35 kW (10,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,77;ESP000020052;;ARTES MENORES EN EL GOLFO DE CADIZ;20052;0,00 m;Baja Definitiva (desde el 13/03/2001);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8417;Madera;3CA-4-471;JESUS MUÑOZ;6,62 kW (9,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,97;ESP000054088;;ARTES MENORES EN EL GOLFO DE CADIZ;54088;4,52 m;Baja Definitiva (desde el 18/05/2005);-;-;;Madera;3CA-4-637;JOAQUIN;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,18;ESP000020904;;ARTES MENORES EN EL GOLFO DE CADIZ;20904;6,30 m;Baja Definitiva (desde el 24/06/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8968;Madera;3CA-4-348;JOSE LUIS;29,42 kW (40,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;8,43;ESP000006120;;CERCO EN EL GOLFO DE CADIZ;6120;12,70 m;Baja Definitiva (desde el 14/05/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4371;Madera;3CA-4-440;JOSE MARIA;58,84 kW (80,0 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,41;ESP000006118;;ARTES MENORES EN EL GOLFO DE CADIZ;6118;7,90 m;Baja Definitiva (desde el 24/01/2000);-;-;;Madera;3CA-4-616;JOSETY;17,65 kW (24,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;3,70;ESP000006098;;ARTES MENORES EN EL GOLFO DE CADIZ;6098;0,00 m;Baja Definitiva (desde el 14/06/2000);-;-;;Madera;3CA-4-463;JOVEN BLAS;7,35 kW (10,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,73;ESP000006117;;ARTES MENORES EN EL GOLFO DE CADIZ;6117;8,80 m;Baja Definitiva (desde el 22/04/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4369;Madera;3CA-4-592;JOVEN LUISA;44,13 kW (60,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;5,34;ESP000021124;;ARTES MENORES EN EL GOLFO DE CADIZ;21124;0,00 m;Baja Definitiva (desde el 29/04/1999);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9112;Madera;3CA-4-450;JOVEN PEPITO;34,57 kW (47,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,45;ESP000006112;;ARTES MENORES EN EL GOLFO DE CADIZ;6112;6,86 m;Baja Definitiva (desde el 22/06/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4365;Madera;3CA-4-630;JUAN MANUEL;27,21 kW (37,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,57;ESP000054081;;ARTES MENORES EN EL GOLFO DE CADIZ;54081;4,30 m;Baja Definitiva (desde el 30/11/2022);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17725;Madera;3CA-4-374;JUANITO;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;3,33;ESP000006108;;ARTES MENORES EN EL GOLFO DE CADIZ;6108;8,28 m;Baja Definitiva (desde el 04/07/2014);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4362;Madera;3CA-4-629;LA GUAJIRA;27,21 kW (37,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,31;ESP000054092;;ARTES MENORES EN EL GOLFO DE CADIZ;54092;3,93 m;Baja Definitiva (desde el 22/07/2008);-;-;;Madera;3CA-4-468;MANOLITA;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,10;ESP000054199;;ARTES MENORES EN EL GOLFO DE CADIZ;54199;2,50 m;Baja Definitiva (desde el 22/07/2008);-;-;;Madera;3CA-4-567;MANOLITO;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;3,61;ESP000006101;;ARTES MENORES EN EL GOLFO DE CADIZ;6101;9,34 m;Baja Definitiva (desde el 15/12/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4356;Madera;3CA-4-489;MANOLO;18,39 kW (25,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,68;ESP000054090;;ARTES MENORES EN EL GOLFO DE CADIZ;54090;4,51 m;Alta Definitiva (desde el 24/11/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21958;Madera;3CA-4-601;MANUELA Y JOSE;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,31;ESP000006104;;ARTES MENORES EN EL GOLFO DE CADIZ;6104;6,90 m;Baja Definitiva (desde el 24/01/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4359;Madera;3CA-4-573;MARIA;13,24 kW (18,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,50;ESP000020014;;ARTES MENORES EN EL GOLFO DE CADIZ;20014;0,00 m;Baja Definitiva (desde el 13/03/2001);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8393;Madera;3CA-4-611;MARIA DEL CARMEN;5,15 kW (7,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,59;ESP000054089;;ARTES MENORES EN EL GOLFO DE CADIZ;54089;4,41 m;Baja Definitiva (desde el 04/02/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17728;Madera;3CA-4-474;MARIA DEL CARMEN;11,03 kW (15,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,67;ESP000020016;;ARTES MENORES EN EL GOLFO DE CADIZ;20016;4,25 m;Baja Definitiva (desde el 13/03/2001);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8394;Madera;3CA-4-613;MARIA DEL MAR;5,15 kW (7,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,64;ESP000006096;;ARTES MENORES EN EL GOLFO DE CADIZ;6096;0,00 m;Baja Definitiva (desde el 02/06/1999);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4352;Madera;3CA-4-635;MARIA DEL MAR SEGUNDA;13,24 kW (18,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,88;ESP000006116;;ARTES MENORES EN EL GOLFO DE CADIZ;6116;4,85 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4368;Madera;3CA-4-51;MARIA JESUS;12,50 kW (17,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;4,37;ESP000006107;;ARTES MENORES EN EL GOLFO DE CADIZ;6107;8,46 m;Baja Definitiva (desde el 19/10/2021);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4361;Madera;3CA-4-634;MARIA MANUELA;19,86 kW (27,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;4,31;ESP000007335;;ARTES MENORES EN EL MEDITERRANEO;7335;10,60 m;Alta Definitiva (desde el 24/11/2023);-;EB2478;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/5158;Madera;3CA-4-638;MI FABIOLA UNO;29,41 kW (40,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;5,99;ESP000006100;;ARTES MENORES EN EL GOLFO DE CADIZ;6100;9,98 m;Baja Definitiva (desde el 15/12/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4355;Madera;3CA-4-606;MIGUEL Y ANGEL;14,71 kW (20,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,89;ESP000006113;;ARTES MENORES EN EL GOLFO DE CADIZ;6113;6,66 m;Baja Definitiva (desde el 14/04/2014);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4366;Madera;3CA-4-609;MIGUELITO;20,59 kW (28,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;3,33;-;;;56310;15,75 m;Alta Definitiva (desde el 10/05/1989);-;-;;Madera;4CA-4-10-92;NUEVO SAN CRISTOBAL;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;3,98;ESP000021410;;PALANGRE DE FONDO EN EL MEDITERRANEO;21410;8,78 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9297;Madera;3CA-4-648;PEDRO Y ANA;18,38 kW (25,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,92;ESP000006109;;ARTES MENORES EN EL GOLFO DE CADIZ;6109;4,85 m;Baja Definitiva (desde el 18/05/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4363;Madera;3CA-4-367;PEPA;17,65 kW (24,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,57;ESP000014842;;ARTES MENORES EN EL GOLFO DE CADIZ;14842;0,00 m;Baja Definitiva (desde el 13/01/2000);-;-;;Madera;3CA-4-492;PEPE Y ANTOÑETE;30,16 kW (41,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,36;ESP000020291;;ARTES MENORES EN EL GOLFO DE CADIZ;20291;6,58 m;Baja Definitiva (desde el 11/02/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8584;Madera;3CA-4-371;PEPITA;36,77 kW (50,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,05;ESP000020017;;ARTES MENORES EN EL GOLFO DE CADIZ;20017;6,37 m;Baja Definitiva (desde el 24/06/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8395;Madera;3CA-4-578;PEPITA MALIA;35,30 kW (48,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,41;ESP000020053;;ARTES MENORES EN EL GOLFO DE CADIZ;20053;5,50 m;Baja Provisional (desde el 13/11/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8418;Madera;3CA-4-95;PEPITO;7,35 kW (10,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,95;ESP000006099;;ARTES MENORES EN EL GOLFO DE CADIZ;6099;4,95 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4354;Madera;3CA-4-624;PIEDAD;5,15 kW (7,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,59;ESP000020018;;ARTES MENORES EN EL GOLFO DE CADIZ;20018;4,10 m;Baja Definitiva (desde el 08/05/2007);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8396;Madera;3CA-4-500;RAFAELITO;3,68 kW (5,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,47;ESP000006097;;ARTES MENORES EN EL GOLFO DE CADIZ;6097;0,00 m;Baja Definitiva (desde el 02/06/1999);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4353;Madera;3CA-4-582;ROSITA;13,24 kW (18,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;21,91;ESP000001503;;CERCO EN EL GOLFO DE CADIZ;1503;13,70 m;Baja Definitiva (desde el 15/06/2018);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1086;Madera;3CA-4-512;SAN ANTONIO;48,54 kW (66,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;0,20;-;;;54084;0,00 m;Baja Definitiva (desde el 18/01/2006);-;-;;Madera;3CA-4-363;SAN ANTONIO;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;0,48;ESP000056464;;ARTES MENORES EN EL GOLFO DE CADIZ;56464;4,40 m;Alta Definitiva (desde el 05/01/2026);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18530;Madera;3CA-4-299;SAN ANTONIO;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,54;ESP000054097;;ARTES MENORES EN EL GOLFO DE CADIZ;54097;4,26 m;Alta Definitiva (desde el 01/06/2016);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17734;Madera;3CA-4-33;SAN GERMAN;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,64;ESP000020903;;ARTES MENORES EN EL GOLFO DE CADIZ;20903;7,33 m;Baja Definitiva (desde el 18/01/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8967;Madera;3CA-4-34;SAN JOSE Y SANTISIMA TRINIDAD;27,95 kW (38,0 CV);33210 - Puerto Real, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;12,34;-;;;56306;13,15 m;Alta Definitiva (desde el 10/05/1989);-;-;;Madera;4CA-4-4-92;SAN JUAN;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;0,34;ESP000054086;;ARTES MENORES EN EL GOLFO DE CADIZ;54086;0,00 m;Baja Definitiva (desde el 13/03/2001);-;-;;Madera;3CA-4-564;SAN MANUEL;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;31/12/1987;1,88;ESP000020030;;ARTES MENORES EN EL GOLFO DE CADIZ;20030;7,00 m;Baja Definitiva (desde el 13/03/2008);-;-;;Madera;3CA-4-645;SANMAR;29,42 kW (40,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;4,31;-;;;56305;11,25 m;Alta Definitiva (desde el 10/05/1989);-;-;;Madera;4CA-4-9-92;SANTA FRANCISCA;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Secretaría General de Pesca;10/05/1989;0,14;ESP000054094;;ARTES MENORES EN EL GOLFO DE CADIZ;54094;3,00 m;Baja Definitiva (desde el 22/07/2008);-;-;;Madera;3CA-4-349;TAMARA;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;13,60;ESP000005137;;CERCO EN EL GOLFO DE CADIZ;5137;13,48 m;Baja Definitiva (desde el 24/03/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3622;Madera;3CA-4-397;VIRGEN DE LA LUZ;94,14 kW (128,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000014235;;ARTES MENORES EN EL GOLFO DE CADIZ;14235;9,00 m;Baja Definitiva (desde el 09/07/1992);-;-;;Madera;3CA-4-593;VIRGEN DEL CARMELO;14,71 kW (20,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
