Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Secretaría General de Pesca;10/05/1989;49,20;ESP000001315;;-;1315;16,09 m;Baja Definitiva (desde el 19/04/1999);-;EA8656;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/961;Madera;3CA-3-782;JOSE Y VICENTE;211,09 kW (287,0 CV);33200 - Puerto de Santa Maria, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;26/06/2002;2,77;ESP000058090;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN EL GOLFO DE CADIZ;58090;8,30 m;Alta Definitiva (desde el 17/12/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22029;Madera forrada de Fibra;3CA-3-1088;JOVEN AURORITA;49,28 kW (67,0 CV);32110 - Chipiona, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,01;ESP000006163;;ARTES MENORES EN EL GOLFO DE CADIZ;6163;6,98 m;Baja Definitiva (desde el 09/10/2013);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4397;Madera;3CA-3-1090;JUAN Y CATALINA;13,24 kW (18,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,49;ESP000007336;;ARTES MENORES EN EL GOLFO DE CADIZ;7336;6,80 m;Baja Definitiva (desde el 24/06/1998);-;-;;Madera;3CA-3-909;JUANA;27,21 kW (37,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,15;ESP000054127;;ARTES MENORES EN EL GOLFO DE CADIZ;54127;2,58 m;Baja Definitiva (desde el 10/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17744;Madera;3CA-3-778;JUANITA;0,00 kW (0,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,23;ESP000020827;;ARTES MENORES EN EL GOLFO DE CADIZ;20827;6,10 m;Baja Definitiva (desde el 06/09/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8920;Madera;3CA-3-723;JUANITO;9,56 kW (13,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;31/07/2000;295,00;ESP000024639;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;24639;32,60 m;Baja Definitiva (desde el 28/09/2012);-;EAZL;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12432;Acero;3CA-3-1-00;KUKIN;588,40 kW (800,0 CV);31300 - Huelva (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000005140;;-;5140;23,50 m;Baja Definitiva (desde el 05/12/1991);-;EA6365;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3625;Madera;3CA-3-1063;LAS CUATRO MARI;441,30 kW (600,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;30/08/2005;393,00;ESP000026419;;ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.;26419;38,80 m;Baja Definitiva (desde el 29/01/2016);-;ECIA;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14182;Acero;3CA-3-5-04;LAXE DOS;588,40 kW (800,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,82;ESP000050782;;ARTES MENORES EN EL GOLFO DE CADIZ;50782;4,70 m;Alta Definitiva (desde el 17/05/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15830;Madera;3CA-3-832;LOLICHI;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,11;ESP000050777;;ARTES MENORES EN EL GOLFO DE CADIZ;50777;5,52 m;Baja Definitiva (desde el 13/08/2008);-;-;;Madera;3CA-3-517;LOURDES;8,09 kW (11,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,35;ESP000016068;;ARTES MENORES EN EL GOLFO DE CADIZ;16068;7,12 m;Baja Definitiva (desde el 24/11/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8359;Madera;3CA-3-915;MAME;30,16 kW (41,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;11/02/2000;17,33;ESP000024474;;ARTES MENORES EN EL GOLFO DE CADIZ;24474;13,70 m;Alta Definitiva (desde el 11/02/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23172;Madera;3CA-3-4-97;MANGUITA;89,71 kW (122,0 CV);32110 - Chipiona, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,01;ESP000021088;;ARTES MENORES EN EL GOLFO DE CADIZ;21088;7,08 m;Baja Definitiva (desde el 01/08/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9094;Madera;3CA-3-1065;MANOLITA;21,33 kW (29,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;218,00;ESP000007340;;-;7340;35,38 m;Baja Definitiva (desde el 10/12/1999);-;EDWA;;Acero;3CA-3-1079;MANUEL GONZALEZ AMADO;588,40 kW (800,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;11/11/2003;2,97;ESP000025744;;ARTES MENORES EN EL GOLFO DE CADIZ;25744;8,80 m;Alta Definitiva (desde el 21/05/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13510;Poliester;3CA-3-5-03;MAPE;24,00 kW (32,6 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;23/11/2004;2,35;ESP000026119;;ARTES MENORES EN EL GOLFO DE CADIZ;26119;8,48 m;Alta Definitiva (desde el 19/11/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13884;Poliester;3CA-3-3-03;MAR DE CADIZ;9,56 kW (13,0 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;13/09/2006;399,00;ESP000026767;;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;26767;35,87 m;Baja Definitiva (desde el 13/01/2021);9486063;ECLV;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14529;Acero;3CA-3-1-06;MAR DO ROSTRO;645,77 kW (878,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006140;;-;6140;40,56 m;Baja Definitiva (desde el 06/05/1992);-;EDGY;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4382;Acero;3CA-3-1060;MAR ONCE;698,72 kW (950,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,19;ESP000006134;;ARTES MENORES EN EL GOLFO DE CADIZ;6134;3,55 m;Baja Definitiva (desde el 29/07/1999);-;-;;Madera;3CA-3-487;MARIA DE LA ENCARNACION;0,00 kW (0,0 CV);33100 - Rota, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006162;;-;6162;8,50 m;Baja Definitiva (desde el 23/10/1991);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4396;Madera;3CA-3-1047;MARIA DEL CARMEN RODAL;17,65 kW (24,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;280,00;ESP000006169;;-;6169;35,32 m;Baja Definitiva (desde el 29/03/2000);-;EHDW;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4401;Acero;3CA-3-1038;MARIA DEL MAR FRANCO;882,60 kW (1200,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;03/10/1995;2,64;ESP000013435;;ARTES MENORES EN EL MEDITERRANEO;13435;7,20 m;Baja Definitiva (desde el 10/06/2002);-;-;;Madera;3CA-3-1018;MARIANO;12,50 kW (17,0 CV);62200 - Castellon de la Plana (El Grao), CASTELLÓN/CASTELLÓ (COMUNITAT VALENCIANA);
Secretaría General de Pesca;27/06/1996;85,10;ESP000023221;;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;23221;19,20 m;Baja Definitiva (desde el 18/09/2003);-;EA2590;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11025;Acero;3CA-3-1-96;MAROSMI;183,87 kW (250,0 CV);24700 - La Guardia, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;31/12/1989;570,00;ESP000021605;;-;21605;40,50 m;Baja Definitiva (desde el 05/12/1996);-;EACF;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9458;Acero;3CA-3-1089;MIRIAM;1077,51 kW (1465,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000090104;;;90104;31,92 m;Baja Definitiva (desde el 10/05/1989);-;EDGV;;Acero;3CA-3-867;MOLIPESCA;316,26 kW (430,0 CV);-;-
Secretaría General de Pesca;10/05/1989;362,00;ESP000006164;;-;6164;38,00 m;Baja Definitiva (desde el 10/07/1998);-;EHYR;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4398;Acero;3CA-3-1084;MONTE UROLA;735,50 kW (1000,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;04/10/2004;460,00;ESP000026070;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;26070;40,45 m;Baja Definitiva (desde el 26/01/2021);9327865;EAHG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13835;Acero;3CA-3-3-04;MONTE VIOS;1194,00 kW (1623,4 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006135;;-;6135;34,65 m;Baja Definitiva (desde el 02/12/1991);-;EEIG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4379;Acero;3CA-3-1056;MONTURIOL;735,50 kW (1000,0 CV);31300 - Huelva (ANDALUCÍA);
Secretaría General de Pesca;25/05/2005;392,76;ESP000026324;;ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.;26324;38,80 m;Baja Definitiva (desde el 29/01/2016);-;EBTV;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14087;Acero;3CA-3-4-04;MUXIA;588,40 kW (800,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006123;;-;6123;44,24 m;Baja Definitiva (desde el 09/06/1994);-;EFPB;;Acero;3CA-3-1080;NUESTRA SEÑORA DE ERDOTXA;970,86 kW (1320,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,40;ESP000054053;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN EL GOLFO DE CADIZ;54053;7,25 m;Baja Definitiva (desde el 03/08/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17711;Madera;3CA-3-764;NUESTRA SEÑORA DEL CARMEN;44,13 kW (60,0 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;18/10/2010;2,96;ESP000027398;;ARTES MENORES EN EL GOLFO DE CADIZ;27398;8,66 m;Alta Definitiva (desde el 22/03/2011);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15155;Poliester;3CA-3-1-09;NUEVA LEPERA;33,00 kW (44,9 CV);31100 - Ayamonte, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;27/06/2003;26,45;ESP000025603;;ARRASTRE DE FONDO EN EL GOLFO DE CADIZ;25603;17,05 m;Alta Definitiva (desde el 14/01/2005);-;EA6519;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13380;Poliester;3CA-3-2-03;NUEVO ADELIN;125,00 kW (170,0 CV);32110 - Chipiona, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;258,00;ESP000006160;;-;6160;35,32 m;Baja Definitiva (desde el 14/10/1997);-;EHCG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4394;Acero;3CA-3-1046;NUEVO ATUN;882,60 kW (1200,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;11/05/2005;6,39;ESP000026304;;ARTES MENORES EN EL GOLFO DE CADIZ;26304;11,32 m;Alta Definitiva (desde el 24/08/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14067;Poliester;3CA-3-1-05;NUEVO PERDIGON;58,09 kW (79,0 CV);32110 - Chipiona, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;25/02/2000;6,59;ESP000024485;;ARTES MENORES EN EL GOLFO DE CADIZ;24485;9,90 m;Alta Definitiva (desde el 25/02/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12278;Poliester;3CA-3-1-99;NUEVO SAN JOSE;27,94 kW (38,0 CV);33200 - Puerto de Santa Maria, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;258,00;ESP000006124;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;6124;36,46 m;Baja Definitiva (desde el 23/11/2005);-;EGIG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4373;Acero;3CA-3-1078;PACOLO;809,05 kW (1100,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,36;ESP000050783;;ARTES MENORES EN EL GOLFO DE CADIZ;50783;3,65 m;Baja Definitiva (desde el 22/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15831;Madera;3CA-3-704;PAQUI;0,00 kW (0,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;14/03/2005;1,68;ESP000026243;;ARTES MENORES EN EL GOLFO DE CADIZ;26243;8,20 m;Alta Definitiva (desde el 14/10/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14006;Poliester;3CA-3-2-04;PAULA UNO;8,83 kW (12,0 CV);31200 - Isla Cristina, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,13;ESP000050776;;ARTES MENORES EN EL GOLFO DE CADIZ;50776;2,85 m;Baja Definitiva (desde el 04/12/2003);-;-;;Madera;3CA-3-656;PEPITA;0,00 kW (0,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;6,39;ESP000020408;;ARTES MENORES EN EL GOLFO DE CADIZ;20408;9,80 m;Baja Definitiva (desde el 16/05/2005);-;-;;Madera;3CA-3-718;PERDIGON;58,10 kW (79,0 CV);32110 - Chipiona, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000014744;;-;14744;29,20 m;Baja Definitiva (desde el 19/08/1992);-;EHFT;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7572;Acero;3CA-3-1075;PETIFOQUE;551,62 kW (750,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;19/05/1999;357,00;ESP000024202;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;24202;33,02 m;Baja Definitiva (desde el 11/03/2008);-;EAWC;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11995;Acero;3CA-3-3-98;PLAYA CORTADURA;359,66 kW (489,0 CV);43100 - Ceuta;
Secretaría General de Pesca;08/02/1996;375,00;ESP000023136;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;23136;37,50 m;Baja Definitiva (desde el 21/12/2009);-;EAFZ;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10941;Acero;3CA-3-2-95;PLAYA DE AGRELO;573,69 kW (780,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;19/01/1999;357,00;ESP000024074;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;24074;33,02 m;Baja Definitiva (desde el 16/04/2012);-;EGOA;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11867;Acero;3CA-3-4-98;PLAYA DO SANTOS;290,52 kW (395,0 CV);82100 - Las Palmas - Puerto de la Luz (CANARIAS);
Secretaría General de Pesca;11/12/1997;18,74;ESP000023675;;ARTES MENORES EN EL MEDITERRANEO;23675;15,00 m;Baja Definitiva (desde el 21/10/2009);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11471;Madera;3CA-3-2-97;PLAYA LA BARROSA;44,13 kW (60,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;19/06/1998;490,00;ESP000023893;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;23893;39,00 m;Baja Definitiva (desde el 07/05/2009);-;EATO;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11688;Acero;3CA-3-1-98;PLAYA VICTORIA;853,18 kW (1160,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;28/02/1991;454,00;ESP000021930;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;21930;39,70 m;Baja Definitiva (desde el 09/12/2013);-;EGZO;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9768;Acero;3CA-3-1095;PUERTO DE CADIZ;839,94 kW (1142,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006021;;-;6021;32,48 m;Baja Definitiva (desde el 10/05/1989);-;EHEZ;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4293;Acero;3CA-3-1043;RIO SAIÑAS;625,17 kW (850,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;24/06/1998;410,00;ESP000023898;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;23898;36,60 m;Baja Definitiva (desde el 09/12/2013);-;EAVF;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11692;Acero;3CA-3-2-98;ROJAMAR;625,17 kW (850,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,22;ESP000013586;;ARTES MENORES EN EL GOLFO DE CADIZ;13586;5,85 m;Baja Definitiva (desde el 18/01/2000);-;-;;Madera;3CA-3-1039;ROPERITO;21,33 kW (29,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;26/11/1997;17,72;ESP000023669;;ARTES MENORES EN EL GOLFO DE CADIZ;23669;14,00 m;Baja Provisional (desde el 04/06/2022);-;EB3083;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11465;Acero;3CA-3-1-97;RUA MAR;117,65 kW (160,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,59;ESP000015966;;ARTES MENORES EN EL GOLFO DE CADIZ;15966;5,38 m;Baja Definitiva (desde el 30/10/2003);-;-;;Madera;3CA-3-296;SAN ANTONIO;17,65 kW (24,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,70;ESP000006167;;ARTES MENORES EN EL GOLFO DE CADIZ;6167;8,00 m;Baja Definitiva (desde el 12/02/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4400;Madera;3CA-3-1016;SANTI;58,84 kW (80,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;302,00;ESP000006137;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;6137;37,00 m;Baja Definitiva (desde el 13/02/2006);-;EBZY;;Acero;3CA-3-1086;SIERRA MORENA;860,53 kW (1170,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;55,00;ESP000010707;;CERCO EN EL GOLFO DE CADIZ;10707;19,94 m;Baja Definitiva (desde el 12/06/2003);-;EA5243;;Madera;3CA-3-1096;TERCERA ANITA;295,67 kW (402,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,55;ESP000020784;;ARTES MENORES EN EL GOLFO DE CADIZ;20784;4,40 m;Baja Definitiva (desde el 13/05/2016);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8890;Madera;3CA-3-1076;TIBURON;2,21 kW (3,0 CV);33210 - Puerto Real, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006156;;-;6156;5,55 m;Baja Definitiva (desde el 31/12/1992);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4392;Madera;3CA-3-1048;TRES AMIGOS;6,62 kW (9,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,74;ESP000020292;;-;20292;5,42 m;Baja Definitiva (desde el 11/05/1999);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8585;Madera;3CA-3-771;TRES HERMANAS;6,62 kW (9,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006138;;-;6138;41,37 m;Baja Definitiva (desde el 25/06/1991);-;EDQE;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4381;Acero;3CA-3-1055;TROITA;779,63 kW (1060,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006161;;-;6161;41,28 m;Baja Definitiva (desde el 09/09/1992);-;EEUW;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4395;Acero;3CA-3-1070;VALLE DE ASUA;779,63 kW (1060,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;16/12/1996;0,89;ESP000023347;;ARTES MENORES EN EL GOLFO DE CADIZ;23347;5,18 m;Baja Definitiva (desde el 28/02/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11149;Madera;3CA-3-731;VENTOLINA;10,30 kW (14,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;477,00;ESP000020180;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;20180;34,45 m;Baja Definitiva (desde el 25/11/2010);-;EHXV;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8511;Acero;3CA-3-1085;VILLA DE AGUETE;809,05 kW (1100,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;26/01/1998;850,00;ESP000023728;;ARRASTREROS CONGELADORES AGUAS INTERNACIONALES Y TERCEROS PAISES;23728;54,00 m;Alta Definitiva (desde el 26/01/1998);9175365;EADK;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22812;Acero;3CA-3-3-97;VILLA DE MARIN;639,71 kW (869,8 CV);82100 - Las Palmas - Puerto de la Luz (CANARIAS);
Secretaría General de Pesca;21/01/1994;1,93;ESP000022725;;PALANGRE DE FONDO EN EL MEDITERRANEO;22725;7,50 m;Baja Definitiva (desde el 05/04/2006);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10546;Madera;3CA-3-1054;XAIRO;11,77 kW (16,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Andalucía;15/10/2004;193,00;-;;;26077;35,20 m;Alta Definitiva (desde el 09/08/2021);-;ECGS;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13842;Acero;4CA-3-1-13;ZAHARA DOS;478,07 kW (650,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);Auxiliar de cerquero y otros
País Vasco;29/11/2004;193,00;-;;;26131;35,20 m;Baja Definitiva (desde el 22/06/2021);9292735;ECHG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13894;Acero;4CA-3-3-13;ZAHARA TRES;478,07 kW (650,0 CV);12200 - Bermeo, BIZKAIA (PAÍS VASCO);Auxiliar de cerquero y otros
Andalucía;23/07/2004;193,00;-;;;26014;35,20 m;Alta Definitiva (desde el 21/12/2018);9292321;ECFS;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13780;Acero;4CA-3-2-13;ZAHARA UNO;478,07 kW (650,0 CV);33300 - Cadiz, CÁDIZ (ANDALUCÍA);Auxiliar de cerquero y otros
Secretaría General de Pesca;10/05/1989;0,77;ESP000054082;;ARTES MENORES EN EL GOLFO DE CADIZ;54082;4,75 m;Baja Definitiva (desde el 10/11/2003);-;-;;Madera;3CA-4-646;ABRAHAM;0,00 kW (0,0 CV);33510 - Conil, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,53;ESP000054091;;ARTES MENORES EN EL GOLFO DE CADIZ;54091;4,25 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17730;Madera;3CA-4-642;ADE;5,88 kW (8,0 CV);33400 - San Fernando, CÁDIZ (ANDALUCÍA);
Andalucía;10/05/1989;27,65;-;;;56304;17,00 m;Alta Definitiva (desde el 10/05/1989);-;EAXM;;Madera;4CA-4-7-92;AFORTUNADA;0,00 kW (0,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
Andalucía;10/05/1989;0,00;-;;;56313;7,20 m;Baja Definitiva (desde el 13/04/1992);-;-;;Madera;3CA-4-193;AGUADOR;0,00 kW (0,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);Auxiliar de almadraba
