CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
LVA000000054;;LVA;;;70.00;0.00;0.00;;25.23;22.05;DĀVIS;LVV1521;LVV1521;Ventspils;;Y;YL2039;Y;Y;Y;;;FX;;GNS, GND;110.00;0.00;Metal;;1969-12-31;MFL;1969-01-01;2007-06-11;
LVA000000056;;LVA;;;72.00;0.00;0.00;;25.23;22.00;CIECERE;LVL2040;LVL2040;Liepaja;;Y;YL2109;Y;Y;Y;;;FX;;GNS, GND;221.00;0.00;Metal;;1969-12-31;MFL;1969-01-01;2004-08-28;
LVA000000057;;LVA;;;68.00;0.00;0.00;;25.23;22.05;DUNTE;LVL2002;LVL2002;Liepaja;;Y;YL2108;Y;Y;Y;;;FX;;GNS, NO;110.00;0.00;Metal;;1969-12-31;MFL;1969-01-01;2011-04-01;
LVA000000058;;LVA;;;71.00;0.00;0.00;;25.23;22.05;DURBE-2;LVL2041;LVL2041;Liepaja;;Y;YL2089;Y;Y;Y;;;FX;;GNS, NO;110.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2013-09-18;
LVA000000061;;LVA;;;72.00;0.00;0.00;;25.23;22.00;JAHTA;LVL2120;LVL2120;Liepaja;;Y;YL2383;Y;Y;Y;;;FX;;GNS, GND;132.00;0.00;Metal;;1968-12-31;MFL;1968-01-01;2004-11-04;
LVA000000062;275210000;LVA;;;80.00;0.00;0.00;;27.10;24.60;VARITA;LVR0657;LVR0657;Riga;;Y;YL2132;Y;Y;Y;;;FX;;OTM, NO;162.00;76.00;Metal;;1983-12-31;MFL;1983-01-01;2024-10-22;
LVA000000063;;LVA;;;112.00;0.00;0.00;;25.45;22.00;JAUNUPE;LVR0593;LVR0593;Riga;;Y;YL2078;Y;Y;Y;;;FX;;OTM, OTB;220.00;0.00;Metal;;1974-12-31;MFL;1974-01-01;2009-01-28;
LVA000000064;;LVA;;;191.00;0.00;0.00;;31.60;30.00;JUNONA;LVL2118;LVL2118;Liepaja;;Y;YL2385;Y;Y;Y;;;FX;;OTM, NO;224.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2004-11-08;
LVA000000065;;LVA;;;27.00;0.00;0.00;;17.56;15.00;LAILA;LVR0723;LVR0723;Riga;;Y;YL2067;N;Y;Y;;;FX;;OTM, NO;110.00;0.00;Metal;;1974-12-31;MFL;1974-01-01;2005-04-06;
LVA000000066;;LVA;;;27.00;0.00;0.00;;17.56;12.90;LAIMA;LVR0703;LVR0703;Riga;;Y;YL2138;Y;Y;Y;;;FX;;OTM;162.00;0.00;Metal;;1984-01-01;MFL;1984-01-01;;
LVA000000067;;LVA;;;114.00;0.00;0.00;;26.50;22.90;LAIMDOTA;LVL0673;LVL0673;Liepaja;;Y;YLJT;Y;Y;Y;;;FX;;GNS;165.00;30.00;Metal;;1991-01-01;MFL;1991-01-01;2016-08-10;
LVA000000068;;LVA;;;27.00;0.00;0.00;;17.56;15.00;LUCIS;LVR0691;LVR0691;Riga;;Y;YL2140;Y;Y;Y;;;FX;;OTM, NO;110.00;0.00;Metal;;1983-12-31;MFL;1983-01-01;2009-04-15;
LVA000000069;275271000;LVA;;;27.00;0.00;0.00;;17.56;15.00;LUBE;LVR0706;LVR0706;Riga;;Y;YL2139;Y;Y;Y;;;FX;;OTM, NO;206.00;0.00;Metal;;1983-12-31;MFL;1983-01-01;;
LVA000000070;;LVA;;;153.00;0.00;0.00;;33.81;31.02;MADARA;LVR0769;LVR0769;Riga;;Y;YL2083;Y;Y;Y;;;FX;;OTM, NO;500.00;55.00;Metal;;1969-12-31;MFL;1969-01-01;2013-09-05;
LVA000000071;275171000;LVA;;;1211.00;0.00;0.00;;61.17;55.17;SENATOR;LVR0834;LVR0834;Riga;;Y;YLAC;Y;Y;Y;6812986;;FX;;OTB, NK;2207.00;0.00;Metal;;1968-12-31;MFL;1968-01-01;;
LVA000000072;;LVA;;;76.00;0.00;0.00;;27.10;24.60;NĪCA;LVR0800;LVR0800;Riga;;Y;YL2338;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2009-02-25;
LVA000000074;275233000;LVA;;;111.00;0.00;0.00;;23.97;22.00;DAUGAVA;LVR0729;LVR0729;Riga;;Y;YL2133;Y;Y;Y;8963820;;FX;;OTM, OTB;220.00;34.00;Metal;;1979-01-01;MFL;1979-01-01;;
LVA000000075;;LVA;;;27.00;0.00;0.00;;17.56;0.00;POLLUKSS;LVR0647;LVR0647;Riga;;Y;YL2161;N;Y;Y;;;FX;;OTM, NO;110.00;0.00;Metal;;1980-12-31;MFL;1980-01-01;2004-10-20;
LVA000000076;;LVA;;;52.00;0.00;0.00;;20.86;18.00;PRINCIS;LVR0724;LVR0724;Riga;;Y;YL2059;Y;Y;Y;;;FX;;OTM, NO;110.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2004-11-26;
LVA000000077;275272000;LVA;;;27.00;0.00;0.00;;17.56;15.00;RAUDA;LVR0812;LVR0812;Riga;;Y;YL2341;Y;Y;Y;;;FX;;OTM, NO;214.00;0.00;Metal;;1984-12-31;MFL;1984-01-01;;
LVA000000078;275016000;LVA;;;112.00;0.00;0.00;;25.45;22.00;RENĀTE;LVL2121;LVL2121;Liepaja;;Y;YL2384;Y;Y;Y;8963636;;FX;;OTM, OTB;368.00;30.00;Metal;;1981-12-31;MFL;1981-01-01;2024-09-20;
LVA000000079;;LVA;;;112.00;0.00;0.00;;25.45;22.00;RIKANDA;LVR0603;LVR0603;Riga;;Y;YL2121;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1975-12-31;MFL;1975-01-01;2009-01-27;
LVA000000080;;LVA;;;81.00;0.00;0.00;;27.10;24.60;ROHUNEEME;LVL2042;LVL2042;Liepaja;;Y;YL2113;Y;Y;Y;;;FX;;GNS, GND;221.00;0.00;Metal;;1966-12-31;MFL;1966-01-01;2004-11-29;
LVA000000081;275244000;LVA;;;27.00;0.00;0.00;;18.56;15.00;RUCAVA;LVR0705;LVR0705;Riga;;Y;YL2141;Y;Y;Y;;;FX;;OTM;165.00;0.00;Metal;;1973-01-01;MFL;1973-01-01;2025-02-21;
LVA000000082;;LVA;;;27.00;0.00;0.00;;17.56;15.00;RUDE;LVR0642;LVR0642;Riga;;Y;YL2142;Y;Y;Y;;;FX;;OTM, NO;165.00;0.00;Metal;;1973-01-01;MFL;1973-01-01;;
LVA000000083;;LVA;;;81.00;0.00;0.00;;27.10;24.60;RUTA;LVL2119;LVL2119;Liepaja;;Y;YL2377;Y;Y;Y;;;FX;;GNS, GND;110.00;0.00;Metal;;1979-12-31;MFL;1979-01-01;2009-11-23;
LVA000000084;;LVA;;;68.00;0.00;0.00;;25.23;22.05;SAKTA;LVL2016;LVL2016;Liepaja;;Y;YL2110;Y;Y;Y;;;FX;;GNS, LLS;110.00;25.00;Metal;;1970-01-01;MFL;1970-01-01;2016-07-01;
LVA000000085;275247000;LVA;;;27.00;0.00;0.00;;17.56;15.00;SAMS;LVR0789;LVR0789;Riga;;Y;YL2143;Y;Y;Y;;;FX;;OTM, NO;184.00;0.00;Metal;;1974-12-31;MFL;1974-01-01;;
LVA000000086;;LVA;;;109.00;0.00;0.00;;25.45;22.00;SANDA;LVR0506;LVR0506;Riga;;Y;YL2005;Y;Y;Y;;;FX;;OTM, NO;220.00;0.00;Metal;;1982-12-31;MFL;1982-01-01;2009-09-03;
LVA000000087;;LVA;;;195.00;0.00;0.00;;31.60;30.30;SEAGULLS;LVL2110;LVL2110;Liepaja;;Y;YL2340;Y;Y;Y;;;FX;;OTM, NO;224.00;150.00;Metal;;1968-12-31;MFL;1968-01-01;2011-05-17;
LVA000000089;;LVA;;;167.00;0.00;0.00;;31.85;27.80;SĒME;LVR0502;LVR0502;Riga;;Y;YL2018;Y;Y;Y;;;FX;;GNS, NO;221.00;29.00;Metal;;1988-01-01;MFL;1988-01-01;;2014-12-02
LVA000000091;;LVA;;;27.00;0.00;0.00;;17.56;15.00;SĪGA;LVR0531;LVR0531;Riga;;Y;YL2225;Y;Y;Y;;;FX;;OTM, NO;110.00;0.00;Metal;;1975-12-31;MFL;1975-01-01;;2011-09-27
LVA000000092;;LVA;;;53.00;0.00;0.00;;20.86;18.00;SMAILE;LVR0510;LVR0510;Riga;;Y;YL2003;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1972-12-31;MFL;1972-01-01;2005-01-10;
LVA000000093;;LVA;;;112.00;0.00;0.00;;25.45;22.00;SVETLANA;LVV1547;LVV1547;Ventspils;;Y;YL2333;Y;Y;Y;;;FX;;OTM, OTB;221.00;0.00;Metal;;1983-12-31;MFL;1983-01-01;2008-12-22;
LVA000000094;275220000;LVA;;;109.00;0.00;0.00;;25.33;22.00;STRAUPE;LVR0799;LVR0799;Riga;;Y;YL2297;Y;Y;Y;8897758;;FX;;OTM, OTB;330.00;20.80;Metal;;1994-12-31;MFL;1994-01-01;;
LVA000000096;;LVA;;;52.00;0.00;0.00;;20.86;18.00;STELLA;LVR0589;LVR0589;Riga;;Y;YL2026;Y;Y;Y;;;FX;;OTM, NO;132.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2007-05-23;
LVA000000097;;LVA;;;53.00;0.00;0.00;;20.86;18.00;STEFA;LVR0824;LVR0824;Riga;;Y;YL2379;Y;Y;Y;;;FX;;OTM, NO;132.00;0.00;Metal;;1972-12-31;MFL;1972-01-01;2008-12-19;
LVA000000098;;LVA;;;112.00;0.00;0.00;;25.45;22.00;STAICELE;LVR0598;LVR0598;Riga;;Y;YL2122;Y;Y;Y;;;FX;;OTM, OTB;220.00;0.00;Metal;;1975-12-31;MFL;1975-01-01;2009-01-08;
LVA000000099;;LVA;;;53.00;0.00;0.00;;20.86;18.00;STABURAGS;LVR0810;LVR0810;Riga;;Y;YL2034;Y;Y;Y;;;FX;;OTM, NO;132.00;0.00;Metal;;1967-12-31;MFL;1967-01-01;2004-10-19;
