CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
PRT000019217;263426570;PRT;;;12.93;15.85;0.00;;11.20;0.00;RIBAPEIXE;PTQRT-113666-C;PTQRT-113666-C;Quarteira;;Y;CUHB6;N;N;Y;;;SP;;PS, FPO;73.08;0.00;Fiber/Plastic;;1991-04-12;MFL;1991-01-01;;
PRT000019218;263401850;PRT;;;4.56;5.63;0.00;;9.35;8.03;LUZ DO OCEANO;PTPEN-113665-C;PTPEN-113665-C;Peniche;;Y;CUGV4;N;N;Y;;;MOX;;GNS, GTR;44.10;0.00;Wood;;1991-04-26;MFL;1991-01-01;;
PRT000019219;263401660;PRT;;;27.90;30.09;0.00;;17.11;14.83;ZÉ DA MARINHA VELHO;VC-212-C;VC-212-C;;;Y;CUCD6;Y;Y;Y;;;MOX;;GNS, GTR;143.00;0.00;Wood;;1991-03-15;MFL;1990-01-01;;
PRT000019220;;PRT;;;0.00;36.35;0.00;;13.26;12.21;REI DO ATLANTICO;PD-541-C;PD-541-C;United Kingdom;;N;;N;;;;;FX;;LLS, LLD;143.00;0.00;Fiber/Plastic;;1991-07-15;4KA;1991-01-01;1998-09-24;
PRT000019221;204814000;PRT;;;215.00;163.00;0.00;;28.10;23.32;IRIS DO MAR;PTPDL-120455-C;PTPDL-120455-C;Ponta Delgada;;Y;CUXU;Y;Y;Y;8906432;;LL;;LLS, NO;441.30;0.00;Metal;;1991-08-12;4KA;1991-01-01;;
PRT000019222;;PRT;;;0.99;1.14;0.00;;6.10;0.00;SANTA SABRINA;PD-499-L;PD-499-L;Ponta Delgada;;N;;N;N;N;;;MOX;;FPO, LNB, LLS;7.38;0.00;Wood;;1990-01-16;4K9;1990-01-01;2021-09-07;
PRT000019223;;PRT;;;0.46;0.90;0.00;;4.40;0.00;LINA MIGUEL;VV-13-L;VV-13-L;;;N;;N;;;;;FX;;LLS, LLD;4.00;0.00;Wood;;1991-08-02;4K9;1973-01-01;;2002-06-25
PRT000019224;;PRT;;;1.17;0.00;0.00;;6.80;0.00;NILO;VV-41-L;VV-41-L;Praia Da Vitória;;N;;N;N;N;;;MOX;;FPO, LHP;44.13;0.00;Fiber/Plastic;;1991-08-14;4K9;1991-01-01;;
PRT000019225;;PRT;;;0.57;1.19;0.00;;4.90;0.00;JOAO PAULO;PD-495-L;PD-495-L;United Kingdom;;N;;N;;;;;FX;;FPO, LHP;18.39;0.00;Wood;;1991-09-06;4K9;1991-01-01;2014-01-06;
PRT000019226;;PRT;;;5.11;6.19;0.00;;9.00;0.00;RUFE;LP-707-L;LP-707-L;;;N;;N;;;;;FX;;LHP, LLS;38.00;0.00;Wood;;1991-09-06;4K9;1990-01-01;;2006-08-31
PRT000019227;;PRT;;;0.00;1.51;0.00;;5.60;0.00;ASTERIX;AH-796-L;AH-796-L;United Kingdom;;N;;N;;;;;FX;;FPO, LLS;11.00;0.00;Wood;;1991-10-10;B14;1972-01-01;;1993-08-12
PRT000019228;;PRT;;;166.00;162.40;0.00;;31.14;26.50;PORTO DE S.JOAO;H-179-C;H-179-C;United Kingdom;;Y;CUSW;Y;;;;;FX;;LHP, NO;500.00;0.00;Wood;;1992-06-08;4KA;1991-01-01;2007-04-12;
PRT000019229;204826000;PRT;;;166.00;162.40;0.00;;31.14;26.50;FLOR DO PICO;PTPDL-116696-C;PTPDL-116696-C;Ponta Delgada;;Y;CUSX;Y;Y;Y;8880597;;LP;;LHP, NO;500.13;0.00;Wood;;1992-06-08;4KA;1991-01-01;;
