CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
FRA000278426;;FRA;;;1.00;2.28;0.00;;5.98;0.00;LIBERTE;278426;BX 278426;;;N;;N;;;;;FX;;OTM, NO;32.00;0.00;Fiber/Plastic;;1981-07-03;MFL;1975-01-01;2010-12-14;
FRA000278507;;FRA;;;0.00;9.96;0.00;;12.00;0.00;LAURENT;278507;MN 278507;United Kingdom;;Y;FI2706;N;;;;;FX;;NK, NO;69.00;0.00;;;1975-06-26;A20;;1991-11-18;
FRA000278598;;FRA;;;0.00;1.05;0.00;;5.00;0.00;SAMEDI;278598;BX 278598;;;N;;N;;;;;FX;;NK, NO;6.00;0.00;;;1975-06-27;A10;;1994-03-18;
FRA000278662;;FRA;;;0.00;1.59;0.00;;5.90;0.00;PETIT PIERRE;278662;BX 278662;;;N;;N;;;;;FX;;NK, NO;7.00;0.00;;;1975-06-30;A10;;;1991-02-14
FRA000278931;;FRA;;;6.47;7.43;0.00;;8.45;0.00;WIL SAB;278931;GV 278931;;;Y;FN6173;N;;;;;FX;;DRB, GNS;88.00;0.00;Wood;;1975-08-26;MFL;1974-01-01;;2014-08-11
FRA000278935;;FRA;;;0.00;5.68;0.00;;7.51;0.00;JEAN DOMINIQUE;278935;AD 278935;United Kingdom;;Y;FO9094;N;;;;;FX;;NK, NO;88.00;0.00;;;1975-08-26;A12;;;1992-07-08
FRA000278936;;FRA;;;0.00;9.08;0.00;;9.97;0.00;STEVE ALEX;278936;CN 278936;United Kingdom;;Y;FI5600;N;;;;;FX;;NK, NO;132.00;0.00;;;1975-08-26;4F1;;1997-01-31;
FRA000278940;;FRA;;;0.00;20.42;0.00;;11.93;0.00;PEN MEN;278940;GV 278940;;;Y;FQ2882;N;;;;;FX;;OTB, NO;161.00;0.00;;;1975-08-26;4F2;;1997-03-27;
FRA000278941;227322240;FRA;;;2.00;5.86;0.00;;8.92;0.00;JOANA;278941;BA278941;Bayonne;;Y;FS3141;N;N;Y;;;FX;;LLS, LLD;88.00;0.00;Wood;;1975-08-26;MFL;1971-01-01;;
FRA000278945;;FRA;;;0.00;12.93;0.00;;10.52;0.00;SEBASTIANE;278945;LS 278945;;;Y;FT4076;N;;;;;FX;;NK, NO;115.00;0.00;;;1975-10-28;A10;;1991-11-25;
FRA000278947;;FRA;;;0.00;5.27;0.00;;7.00;0.00;RIP;278947;AD 278947;United Kingdom;;Y;FP7273;N;;;;;FX;;NK, NO;48.00;0.00;;;1975-08-26;A10;;;1991-12-03
FRA000278969;227412000;FRA;;;157.00;106.31;0.00;;24.50;21.50;KERSINY;278969;BA278969;Bayonne;;Y;FZYC;Y;Y;Y;7410424;;FX;;GNS, LLS;350.00;0.00;Metal;;1976-06-04;MFL;1975-01-01;;
FRA000278998;;FRA;;;4.18;4.70;0.00;;8.60;0.00;JOSHUA;278998;BL 278998;United Kingdom;;Y;FS5959;N;;;;;FX;;FPO, GNS;31.00;0.00;;;1975-06-25;4F1;;;1999-05-17
FRA000279002;;FRA;;;0.00;28.97;0.00;;15.00;0.00;N D DU BON VOYAGE;279002;AD 279002;United Kingdom;;Y;FT7862;N;;;;;FX;;GNS, GTR;155.00;0.00;;;1975-06-27;4F4;;1998-08-26;
FRA000279005;;FRA;;;0.00;22.51;0.00;;14.10;0.00;SKED-MOR;279005;DZ 279005;;;Y;FS7154;N;;;;;FX;;NK, NO;169.00;0.00;;;1975-10-29;A20;;;1991-04-01
FRA000279006;;FRA;;;0.00;23.76;0.00;;14.70;0.00;N.D.DE LA SALETTE;279006;AD 279006;United Kingdom;;Y;TQNR;N;;;;;FX;;NK, NO;118.00;0.00;;;1975-06-27;A20;;1990-12-24;
FRA000279009;;FRA;;;2.00;2.19;0.00;;6.56;0.00;L'ANGE DES ILES;279009;NI279009;;;Y;FAC2943;N;N;N;;;FX;;GNS, GTR, LLS;15.00;0.00;Wood;;1986-08-29;MFL;1958-01-01;2020-09-22;
FRA000279015;;FRA;;;0.00;5.94;0.00;;8.40;0.00;ROUANEZ BREIZ;279015;BR 279015;United Kingdom;;N;;N;;;;;FX;;DRB, NO;29.00;0.00;;;1975-06-27;4F1;;1998-10-26;
FRA000279020;;FRA;;;0.00;24.70;0.00;;13.93;0.00;MATER CHRISTI;279020;BL 279020;United Kingdom;;Y;TMWW;N;;;;;FX;;NK, NO;162.00;0.00;;;1975-06-30;A20;;1990-11-07;
