CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
MLT00MFA0173;;MLT;;;3.04;0.00;0.00;;7.35;0.00;San Pawl I;MFB8173;MFB8173;Marsaxlokk (Ix-Xatt);;Y;9H3875;Y;N;N;;;MO;;LLS, LLD;36.55;73.10;Wood;;1987-01-01;MFL;1987-01-01;;
MLT00MFA0174;;MLT;;;3.06;0.00;0.00;;7.65;0.00;Ben-Hur;MFA0174;MFA174;Marsaxlokk (Ix-Xatt);;Y;9H5693;N;N;N;;;MO;;GTR, LLS;62.66;62.66;Wood;;1997-01-01;MFL;1997-01-01;;
MLT00MFA0176;;MLT;;;37.84;0.00;0.00;;18.30;0.00;Madre Katerina;MFA0176;MFA176;Marsaxlokk (Il-Maghluq);;Y;9H2369;Y;Y;N;8540460;;MO;;LLD;261.10;238.72;Wood;;1983-12-01;MFL;1978-01-01;;
MLT00MFA0177;;MLT;;;0.51;0.00;0.00;;3.81;0.00;Not Named;MFC5777;MFC5777;Ghar Lapsi;;N;;N;N;N;;;MO;;LHP, LLS;10.44;0.00;Wood;;1967-12-01;MFL;1967-01-01;;2009-10-02
MLT00MFA0178;;MLT;;;4.13;0.00;0.00;;7.90;0.00;Ylenia;MFA0178;MFA178;Marsaxlokk (Il-Maghluq);;Y;9H7131;N;N;N;;;MO;;LLS, LLD;48.49;48.49;Fiber/Plastic;;2001-09-10;MFL;2001-01-01;;
MLT00MFA0179;;MLT;;;0.70;0.00;0.00;;5.18;0.00;Not Named;MFC5179;MFC5179;Marsaxlokk (Ix-Xatt);;N;;N;N;N;;;MO;;LLS, LTL;5.22;0.00;Wood;;1970-01-01;MFL;1937-01-01;;2008-02-06
MLT00MFA0180;;MLT;;;7.51;0.00;0.00;;11.90;0.00;MADONNA TAZ-ZEJT;MFA0180;MFA180;Marsaxlokk (Ix-Xatt);;Y;9H2164;N;N;N;;;MO;;LLD, LLS;108.00;170.00;Wood;;2001-08-06;MFL;1976-01-01;;2023-04-04
MLT00MFA0181;;MLT;;;0.60;0.00;0.00;;4.35;0.00;Not Named;MFB8881;MFB8881;Marsaxlokk (Il-Maghluq);;N;;N;N;N;;;MO;;LHP, GTR;5.97;3.68;Wood;;1991-01-01;MFL;1949-01-01;;
MLT00MFA0182;;MLT;;;1.01;0.00;0.00;;5.50;0.00;Victoria;MFC5184;MFC5184;Marsaxlokk (Il-Maghluq);;Y;9H8802;N;N;N;;;MO;;GTR, LHP;20.00;15.67;Wood;;1965-01-01;MFL;1923-01-01;;2020-02-12
MLT00MFA0183;;MLT;;;8.41;0.00;0.00;;10.45;0.00;St' Michael I;MFA0183;MFA183;Marsaxlokk (Il-Maghluq);;Y;9H6733;N;Y;N;;;MO;;LLD, LA;257.00;257.00;Fiber/Plastic;;2000-04-28;MFL;2000-01-01;;
MLT00MFA0184;;MLT;;;0.67;0.00;0.00;;4.72;0.00;Gedeho;MFA0184;MFA184;Marsaxlokk (Ix-Xatt);;Y;9HB2748;N;N;N;;;MO;;LLD, GTR;7.46;0.00;Wood;;1979-01-01;MFL;1979-01-01;;
MLT00MFA0185;;MLT;;;1.75;0.00;0.00;;6.40;0.00;Moby Dick I;MFB8185;MFB8185;Marsaxlokk (Ix-Xatt);;Y;9H6401;N;N;N;;;MO;;GTR, GTN;14.92;7.46;Wood;;1966-01-01;MFL;1966-01-01;;
MLT00MFA0186;;MLT;;;26.31;0.00;0.00;;15.65;0.00;Ave Maria;MFA0186;MFA186;Marsaxlokk (Il-Maghluq);;Y;9HHP;Y;N;N;;;MO;;LLS, LLD;134.28;213.36;Wood;;1976-01-01;MFL;1969-01-01;2010-12-22;
MLT00MFA0187;;MLT;;;0.41;0.00;0.00;;3.66;0.00;St. Peter;MFA0187;MFA187;Kalkara (Kalkara Creek);;N;;N;N;N;;;MO;;FPO, GTR;6.71;0.00;Wood;;1970-01-01;MFL;1926-01-01;2015-12-09;
MLT00MFA0188;;MLT;;;24.00;0.00;0.00;;15.17;0.00;Boubly;MFA0188;MFA188;Marsaxlokk (Il-Maghluq);;Y;9HAI;Y;Y;N;;;MO;;LLS, LLD;134.28;149.20;Wood;;1970-01-01;MFL;1943-01-01;;
MLT00MFA0189;;MLT;;;1.63;0.00;0.00;;5.00;0.00;Hey Jude;MFC5190;MFC5190;Marsaxlokk (Ix-Xatt);;N;;N;N;N;;;MO;;LLS, LTL;5.97;0.00;Wood;;2002-03-13;MFL;2002-01-01;;2016-06-02
MLT00MFA0191;;MLT;;;20.00;0.00;0.00;;16.70;0.00;Giovanni Padre;MFA0191;MFA191;Marsaxlokk (Il-Maghluq);;Y;9H3740;Y;Y;N;;;MO;;LLS, LLD;143.74;143.08;Wood;;1977-01-01;MFL;1965-01-01;;
MLT00MFA0192;;MLT;;;17.69;0.00;0.00;;14.96;0.00;Lina;MFA0192;MFA192;Il-Vecca;;Y;9H5180;Y;N;N;;;MO;;LLD, LLS;104.44;183.51;Wood;;1994-01-01;MFL;1977-01-01;2012-12-06;
