CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
DNK000027426;;DNK;;;0.30;0.00;0.00;;5.55;0.00;PRAM;RI297;RI297;;;N;;N;;;;;FX;;GNS, NO;15.00;0.00;Fiber/Plastic;;1995-01-01;MFL;1974-01-01;;
DNK000027427;;DNK;;;1.40;0.00;0.00;;6.06;6.06;RITA RUTH;DNK000027427;ND374;Klint;;N;;N;N;N;;;WO;;GNS, NK, LLS;15.00;0.00;Fiber/Plastic;;1990-01-01;MFL;1990-01-01;;
DNK000027428;;DNK;;;1.20;0.00;0.00;;4.46;0.00;ODA;H111;H111;;;N;;N;;;;;FX;;GNS, GND;6.00;0.00;;;1965-01-01;4B1;;;1998-04-24
DNK000027429;;DNK;;;0.40;0.00;0.00;;5.50;0.00;RUTH;A73;A73;;;N;;N;;;;;FX;;GNS, GND;3.00;0.00;;;1994-01-01;B08;;;1996-11-15
DNK000027437;;DNK;;;0.60;0.00;0.00;;4.65;0.00;JENSEN I;R379;R379;;;N;;N;;;;;FX;;GNS, GND;6.00;0.00;;;1994-01-01;4B1;;;2000-11-08
DNK000027445;;DNK;;;0.20;0.00;0.00;;3.30;0.00;ANNA;ND185;ND185;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1994-01-01;B08;;;1996-03-22
DNK000027449;;DNK;;;0.40;0.00;0.00;;5.98;0.00;AALEN;A40;A40;;;N;;N;;;;;WO;;GNS, GND;22.00;0.00;Wood;;1994-01-01;MFL;1960-01-01;;2014-06-04
DNK000027474;;DNK;;;1.00;0.00;0.00;;5.96;0.00;ANE;RI201;RI201;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1943-01-01;B08;;;1996-05-30
DNK000027491;;DNK;;;3.90;0.00;0.00;;7.46;0.00;INGE;KE130;KE130;;;N;;N;;;;;WO;;GNS, NO;0.00;0.00;Wood;;1994-01-01;MFL;1936-01-01;;2003-06-16
DNK000027502;;DNK;;;0.30;0.00;0.00;;3.55;0.00;RAN;ND291;ND291;;;N;;N;;;;;FX;;GNS, NO;3.00;0.00;Fiber/Plastic;;1973-01-01;MFL;1973-01-01;;2014-06-02
