Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
FRA;FRA000894087;;MOD;2024-12-10;2100-12-31;894087;AY894087;EMY-LOG;FRZEG;Auray;FGG8046;Y;Y;N;N;Y;N;;FX;GNS;FPO;;;;;5.90;0.00;1.11;2.26;0.00;37.00;0.00;1;2021-11-25;MFL;;;;2001-01-01
FRA;FRA000894096;;DES;2014-09-25;2014-09-25;894096;AY 894096;OCEROX;AY;;FGA6093;Y;Y;N;;;;;FX;GNS;LTL;;;;;6.25;0.00;2.23;2.39;0.00;74.00;0.00;3;2001-11-30;MFL;;;AC;2001-01-01
FRA;FRA000894097;;MOD;2024-12-10;2100-12-31;894097;AY894097;KASAI;FRZEG;Auray;FAB5766;Y;Y;N;N;Y;N;;FX;LHP;FPO;LLS;GNS;;;5.60;0.00;4.54;2.27;0.00;62.00;0.00;3;2019-05-09;MFL;;;;2001-01-01
FRA;FRA000894101;;MOD;2021-09-01;2100-12-31;894101;AY894101;CHLAMY;FRZEG;Auray;FGE8848;Y;Y;N;N;;Y;227685570;FX;LLS;GNS;;;;;5.92;0.00;1.78;2.98;0.00;66.00;0.00;3;2002-07-31;MFL;;;;2002-01-01
FRA;FRA000894102;;MOD;2024-12-10;2100-12-31;894102;SM894102;P'TITE MILA 2;FRSML;Saint-Malo;FGD6464;Y;Y;Y;N;Y;Y;227579360;TO;OTB;DRB;OTM;;;;11.95;0.00;18.28;21.56;0.00;184.00;0.00;3;2004-07-13;MFL;;;;2004-01-01
FRA;FRA000894527;;MOD;2024-12-10;2100-12-31;894527;RU894527;MARINE;REREU;La Réunion;FO2163;Y;Y;N;N;Y;Y;660001860;FX;LHP;LLD;LHM;LLS;;;6.20;0.00;0.84;3.08;0.00;81.00;0.00;3;1995-06-23;4FC;;;;1995-01-01
FRA;FRA000894530;;MOD;2025-02-18;2100-12-31;894530;RU894530;MARIA STELLA;REREU;La Réunion;FO4448;Y;Y;N;N;Y;Y;660004480;FX;LLD;LTL;;;;;6.99;0.00;2.77;4.11;0.00;110.00;0.00;3;2012-10-16;4FC;;;;1995-01-01
FRA;FRA000894539;;MOD;2024-12-10;2100-12-31;894539;RU894539;COUP D'SEC 3;REREU;La Réunion;FGA2000;Y;Y;N;N;Y;N;;LO;LHM;LTL;LLD;LNB;;;5.96;0.00;1.75;2.66;0.00;51.00;0.00;3;1995-07-20;4FC;;;;1995-01-01
FRA;FRA000894540;;RET;1999-04-18;1999-04-18;894540;RU 894540;BAPTISTE;RU;;FO4445;Y;Y;N;;;;;FX;LLD;LTL;;;;;5.99;0.00;0.00;3.38;0.00;63.00;0.00;;1995-07-26;4FC;;;PA;
FRA;FRA000894544;;RET;2000-09-01;2000-09-01;894544;RU 894544;ST RAPHAEL;RU;;;N;Y;N;;;;;FX;LLD;LTL;;;;;5.80;0.00;0.00;1.74;0.00;22.00;0.00;;1995-08-28;4FC;;;PA;
FRA;FRA000894545;;RET;2000-12-31;2000-12-31;894545;RU 894545;SAPMER;RU;;FQAN;Y;Y;Y;;;;;FX;LLD;NO;;;;;33.60;0.00;349.00;281.41;0.00;800.00;0.00;;1995-11-30;4FD;;;PA;
FRA;FRA000894550;;MOD;2025-06-12;2100-12-31;894550;RU894550;BEKKALI;REREU;La Réunion;FAG2861;Y;Y;N;N;Y;Y;660007650;FX;LLD;LTL;;;;;5.96;0.00;2.66;2.66;0.00;44.00;0.00;3;1995-09-15;4FC;;;;1995-01-01
FRA;FRA000894556;;RET;2008-01-01;2008-01-01;894556;RU 894556;MA CABANE;RU;;;N;Y;N;;;;;FX;LLS;LTL;;;;;5.70;0.00;0.47;1.03;0.00;18.00;0.00;1;1995-10-02;4FC;;;PA;1995-01-01
FRA;FRA000894557;;RET;2008-12-11;2008-12-11;894557;RU 894557;JOUVANCEAU;RU;;;N;Y;N;;;;;FX;LLD;LTL;;;;;5.52;0.00;0.53;0.98;0.00;15.00;0.00;1;1995-10-02;4FC;;;PA;1995-01-01
FRA;FRA000894558;;MOD;2024-12-10;2100-12-31;894558;RU894558;SARDINE;REREU;La Réunion;;N;Y;N;N;Y;N;;LO;LLD;LTL;;;;;5.74;0.00;0.55;1.08;0.00;0.00;0.00;1;1995-10-02;4FC;;;;1995-01-01
FRA;FRA000894560;;RET;2012-07-02;2012-07-02;894560;RU 894560;MARIE 3;RU;;FGG4290;Y;Y;N;;;;;FX;LLD;LTL;;;;;5.80;0.00;1.00;1.74;0.00;18.00;0.00;3;1995-10-31;4FC;;;PA;1995-01-01
FRA;FRA000894562;;MOD;2024-08-26;2100-12-31;894562;RU894562;NOE;REREU;La Réunion;FI3801;Y;Y;N;N;Y;Y;660002630;FX;LLD;LTL;;;;;5.96;0.00;0.71;2.66;0.00;59.00;0.00;3;1995-11-27;4FC;;;;1995-01-01
