Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
PRT;PRT000017499;;RET;2005-12-27;2005-12-27;VE-425-L;VE-425-L;SONIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.42;0.00;0.30;0.49;0.00;3.00;0.00;1;1979-01-15;4K9;;;PA;1979-01-01
PRT;PRT000017500;;RET;2005-12-27;2005-12-27;VE-422-L;VE-422-L;DIANA MARIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.65;0.00;0.25;0.51;0.00;0.00;0.00;1;1968-01-15;4K9;;;PA;1968-01-01
PRT;PRT000017501;;RET;2005-02-15;2005-02-15;VE-424-L;VE-424-L;SAO JOSE;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.92;0.00;0.37;0.49;0.00;0.00;0.00;1;1979-01-15;4K9;;;PA;1979-01-01
PRT;PRT000017502;;RET;2005-12-27;2005-12-27;VE-432-L;VE-432-L;VIRIATO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.60;0.00;0.55;0.94;0.00;0.00;0.00;1;1974-07-30;4K9;;;PA;1974-01-01
PRT;PRT000017503;;RET;2005-12-27;2005-12-27;VE-427-L;VE-427-L;SANTA RITA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.11;0.00;0.43;0.58;0.00;0.00;0.00;4;1980-01-15;4K9;;;PA;1980-01-01
PRT;PRT000017504;;RET;1991-07-03;1991-07-03;VE-429-L;VE-429-L;VELOZ;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.48;0.00;0.00;0.56;0.00;0.00;0.00;;;1;;;PA;
PRT;PRT000017505;;RET;2005-12-27;2005-12-27;VE-44-L;VE-44-L;VOUGA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;6.40;0.00;0.92;1.63;0.00;0.00;0.00;1;1949-01-15;4K9;;;PA;1949-01-01
PRT;PRT000017506;;RET;2005-12-27;2005-12-27;VE-434-L;VE-434-L;MARIA ODETE;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.08;0.00;0.52;0.92;0.00;0.00;0.00;1;1981-01-15;4K9;;;PA;1981-01-01
PRT;PRT000017507;;RET;2005-12-27;2005-12-27;VE-437-L;VE-437-L;LUCIA MARIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;2.66;0.00;0.18;0.32;0.00;0.00;0.00;1;1981-01-15;4K9;;;PA;1981-01-01
PRT;PRT000017508;;RET;2005-12-27;2005-12-27;VE-447-L;VE-447-L;PRINCESA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.02;0.00;0.39;0.64;0.00;3.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017509;;RET;2005-12-27;2005-12-27;VE-444-L;VE-444-L;SENHORA DAS DORES;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.82;0.00;0.32;0.49;0.00;0.00;0.00;1;1982-01-15;4K9;;;PA;1982-01-01
PRT;PRT000017510;;RET;2005-12-27;2005-12-27;VE-446-L;VE-446-L;PAULO JORGE;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.45;0.00;0.23;0.40;0.00;0.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017511;;RET;2005-12-27;2005-12-27;VE-451-L;VE-451-L;NOSSA SENHORA DE FATIMA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.31;0.00;0.47;0.78;0.00;0.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
