OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
328.0;39740.0;Italy West Coast Cont -- 39730;Portovecchio Di Piombino;Vecchio Di Piombino;ITPIO;Italy;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53133.0; ; ;a0839740, coa08l, gen08a, h0839740;1.0;0.0;11.0;6.4;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;No;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Unknown;Small;42.933;10.557;42.933000,10.557000,0.000001
336.0;37990.0;Portugal -- 37930;Lisboa;Lisbon;PTLIS;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51144.0; ; ;coa08e, gen08b, h0837990;5.0;0.0;14.0;15.5;17.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;River (Natural);Unknown;Excellent;Yes;Yes;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Unknown;38.7;-9.166667;38.700000,-9.166667,0.000001
362.0;37980.0;Portugal -- 37930;Figueira Da Foz; ;PTFDF;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51120.0; ; ;coa08d, gen08b;8.0;0.0;6.4;14.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;No;Yes;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Unknown;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Moderate;Small;Small;40.15;-8.85;40.150000,-8.850000,0.000001
363.0;38030.0;Portugal -- 37930;Faro; ;PTFAO;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51160.0; ; ;coa08e, gen08b;2.0;0.0;4.9;23.2;7.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;37.033333;-7.933333;37.033333,-7.933333,0.000001
365.0;37950.0;Portugal -- 37930;Porto De Leixoes;"Leixos; Matosinhos";PTLEI;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51109.0; ; ;a0837950, coa08d, gen08b, h0837950;4.0;0.0;14.0;20.1;11.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Small;Small;41.183333;-8.7;41.183333,-8.700000,0.000001
366.0;38110.0;Acores -- 38060;Vila Do Porto; ;PTVDP;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51081.0; ; ;a0838110, coa08g, gen08c, h0838110;2.0;0.0;12.5;23.2;4.9;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;II;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Emergency Only;Unknown;Unknown;36.933333;-25.15;36.933333,-25.150000,0.000001
367.0;40330.0;Malta -- 40320;Valletta Harbors; ;MTMLA;Malta;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53206.0; ; ;a0940330, coa09b, gen09, h0940330;1.0;0.0;15.5;23.2;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Natural);Unknown;Excellent;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Medium;Unknown;35.9;14.516667;35.900000,14.516667,0.000001
369.0;38000.0;Portugal -- 37930;Setubal; ;PTSET;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51146.0; ; ;coa08e, gen08b, h0838000;4.0;0.0;11.0;6.4;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;River (Natural);Unknown;Excellent;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Moderate;Medium;Small;38.516667;-8.9;38.516667,-8.900000,0.000001
370.0;38005.0;Portugal -- 37930;Sines; ;PTSIE;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51150.0; ; ;a0838005, coa08e, gen08b, h0838005;4.0;0.0;0.0;23.2;14.0;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Good;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;37.95;-8.866667;37.950000,-8.866667,0.000001
374.0;37940.0;Portugal -- 37930;Viana Do Castelo; ;PTVDC;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51100.0; ; ;coa08d, gen08b;2.0;0.0;7.9;20.1;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Tide Gates);Unknown;Good;Yes;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Moderate;Small;Unknown;41.7;-8.833333;41.700000,-8.833333,0.000001
398.0;44870.0;Turkey Asia -- 44360;Botas; ;TRBOT;Turkey;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54481.0; ; ;a1044880, coa10d, gen10b;0.0;0.0;0.0;0.0;23.2;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Poor;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;No;No;Unknown;No;No;;Unknown;Unknown;36.883333;35.933333;36.883333,35.933333,0.000001
400.0;40860.0;Slovenia -- 40850;Koper;Capodistria;SIKOP;Slovenia;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54165.0; ; ;a0940820, coa09c, gen09, h0940860;1.0;0.0;12.5;17.1;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Fair;No;No;No;Yes;No;Unknown;No;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;Major;Medium;Medium;45.55;13.733333;45.550000,13.733333,0.000001
413.0;44790.0;Turkey Asia -- 44360;Bodrum; ;TRBXN;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54412.0; ; ;coa10c, gen10b, h1044790;1.0;0.0;0.0;17.1;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;No;No;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;37.033333;27.433333;37.033333,27.433333,0.000001
420.0;44740.0;Turkey Asia -- 44360;Dikili; ;TRDIK;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54382.0; ; ;a0942760, coa09d, gen09;0.0;0.0;0.0;20.1;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Fair;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Small;39.016667;26.816667;39.016667,26.816667,0.000001
424.0;44660.0;Turkey Asia -- 44360;Erdek;Artaki;TRERK;Turkey;"Sea of Marmara; Mediterranean Sea; North Atlantic Ocean"; ;Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office);https://msi.geo.nga.mil/Publications/SDEnroute;55045.0; ; ;a1043390, coa10c, gen10b;0.0;0.0;23.2;17.1;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;No;No;Unknown;Unknown;Unknown;No;No;No;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;III;Yes;Yes;Unknown;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;40.383333;27.8;40.383333,27.800000,0.000001
425.0;44730.0;Turkey Asia -- 44360;Ayvalik;Aivali;TRAYV;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54382.0; ; ;a0942760, coa09d, gen09;2.0;0.0;4.9;9.4;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;39.316667;26.7;39.316667,26.700000,0.000001
426.0;44752.0;Turkey Asia -- 44360;Nemrut Limani Bay; ;TRNEM;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54382.0; ; ;a0942760, coa09d, gen09;0.0;0.0;15.5;15.5;6.4;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Poor;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;38.766667;26.916667;38.766667,26.916667,0.000001
428.0;44810.0;Turkey Asia -- 44360;Fethiye; ;TRFET;Turkey;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54421.0; ; ;a1044805, coa10c, gen10b, h1044810;0.0;0.0;23.2;11.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;No;Yes;Unknown;Yes;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;No;No;Unknown;Unknown;Unknown;;Unknown;Unknown;36.633333;29.1;36.633333,29.100000,0.000001
429.0;43334.0;Turkey Europe -- 43325;Aliaga; ;TRALI;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54382.0; ; ;a0942760, coa09d, gen09;1.0;0.0;0.0;7.9;0.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;;Unknown;Small;38.833333;26.933333;38.833333,26.933333,0.000001
431.0;40870.0;Slovenia -- 40850;Piran;Pirano;SIPIR;Slovenia;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54169.0; ; ;a0940820, coa09c, gen09;0.0;0.0;1.8;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;No;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;III;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;45.533333;13.566667;45.533333,13.566667,0.000001
433.0;44801.0;Turkey Asia -- 44360;Toros Gubre; ;TRTGT;Turkey;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54481.0; ; ;a1044880, coa10d, gen10b;0.0;0.0;0.0;23.2;4.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Poor;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;No;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;36.916667;35.966667;36.916667,35.966667,0.000001
