OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
2888.0;35110.0;England SW Coast -- 35030;Watchet Harbor; ;GBWAT;United Kingdom;"Bristol Channel; North Atlantic Ocean"; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;35127.0; ; ;a2035070, coa20j, gen20b;7.0;0.0;1.8;6.4;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;Yes;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Yes;No;No;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;51.183333;-3.333333;51.183333,-3.333333,0.000001
2890.0;25900.0;Sweden Cont -- 24975;Stockvik; ;SESTK;Sweden;"Gulf of Bothnia; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44220.0; ; ;a2225910, coa22u, gen22d;0.0;0.0;23.2;18.6;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;62.333333;17.383333;62.333333,17.383333,0.000001
2893.0;28715.0;Poland -- 28700;Port Polnochny; ;;Poland;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44462.0; ; ;a2228710, coa22j, gen22e, h2228710;0.0;0.0;17.1;15.5;14.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Fair;No;No;Yes;Yes;No;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;;Unknown;Medium;54.4;18.716667;54.400000,18.716667,0.000001
2895.0;30190.0;Jylland -- 30020;Vejle; ;DKVEJ;Denmark;"Kattegat; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44061.0; ; ;coa21d, gen21a;1.0;0.0;7.0;12.5;6.4;6.4;0.0;165.0;20.0;6.8;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Good;No;No;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;No;No;Yes;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Yes;Yes;No;No;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Unknown;Small;55.716667;9.55;55.716667,9.550000,0.000001
2896.0;29600.0;Falster -- 29570;Stege; ;DKSTE;Denmark;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44100.0; ; ;a2229580, coa22i, gen22e;0.0;0.0;1.8;0.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;No;No;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Medium;54.983333;12.283333;54.983333,12.283333,0.000001
2897.0;23487.0;Norway -- 20620;Tananger; ;NOTAE;Norway;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43342.0; ; ;a2123490, coa21f, gen21a;1.0;0.0;23.2;6.4;12.5;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;No;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;58.93;5.570833333;58.930000,5.570833,0.000001
2900.0;27190.0;Sweden Cont -- 24975;Pitea; ;SEPIT;Sweden;"Gulf of Bothnia; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44280.0; ; ;a2227220, coa22l, gen22d;1.0;0.0;11.0;6.4;0.0;12.5;0.0;250.0;35.0;11.5;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Good;No;No;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;No;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;65.316667;21.483333;65.316667,21.483333,0.000001
2901.0;44390.0;Turkey Asia -- 44360;Trabzon;Trebizond;TRTZX;Turkey;"Black Sea; North Atlantic Ocean"; ;Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office);https://msi.geo.nga.mil/Publications/SDEnroute;55170.0; ; ;coa10a, gen10b;0.0;0.0;9.4;23.2;9.4;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;No;Yes;Yes;Yes;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;III;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;;Unknown;Unknown;41.016667;39.766667;41.016667,39.766667,0.000001
2902.0;33370.0;Scotland West Coast -- 32790;Rothesay Harbor; ;GBRAY;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;36021.0; ; ;a2033490, coa20i, gen20b, h2033500;3.0;0.0;12.5;14.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;No;No;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;55.833333;-5.05;55.833333,-5.050000,0.000001
2906.0;21310.0;Norway -- 20620;Tromso; ;NOTOS;Norway;"Norwegian Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43125.0; ; ;a2221310, coa22g, gen22c, h2221310;2.0;0.0;6.4;23.2;3.4;4.9;0.0;0.0;0.0;10.4;0.0;0.0;0.0;Medium;Open Roadstead;Unknown;Good;No;No;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;XIX;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Moderate;Unknown;Medium;69.65;18.966667;69.650000,18.966667,0.000001
2907.0;35040.0;England SW Coast -- 35030;Sharpness; ;GBSSS;United Kingdom;"Bristol Channel; North Atlantic Ocean"; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view; ; ; ;gen20b;5.0;0.0;1.8;6.4;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Canal or Lake;Unknown;Good;Yes;Yes;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Yes;Yes;No;No;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Small;Unknown;51.716667;-2.483333;51.716667,-2.483333,0.000001
2908.0;28510.0;Estonia -- 28420;Osmussaar;Odensholm;EEOSM;Estonia;"Gulf of Finland; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44320, 44340; ; ;coa22v, gen22d;0.0;0.0;3.4;12.5;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Emergency Only;Unknown;Unknown;59.3;23.366667;59.300000,23.366667,0.000001
2913.0;43760.0;Ukraine -- 43620;Sevastopol;Syevastopol;UASVP;Ukraine;"Black Sea; North Atlantic Ocean"; ;Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office);https://msi.geo.nga.mil/Publications/SDEnroute;55102.0; ; ;a1043760, coa10b, gen10b, h1043760;1.0;0.0;7.9;17.1;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Natural);Unknown;Good;No;No;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Major;Large;Small;44.616667;33.533333;44.616667,33.533333,0.000001
2915.0;36370.0;France NW Coast Cont -- 36060;Port De Roscoff-Bloscon; ;FRROS;France;"English Channel; North Atlantic Ocean"; ;Sailing Directions Pub. 191 (Enroute) - English Channel;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;37330.0; ; ;a2036130, coa20b, gen20b;9.0;0.0;4.9;14.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Poor;Yes;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;No;No;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Medium;48.733333;-3.983333;48.733333,-3.983333,0.000001
2916.0;33950.0;Ireland -- 33840;Sligo; ;IESLI;Ireland;North Atlantic Ocean; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;35128.0; ; ;coa19f, gen19a;2.0;0.0;1.8;11.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Basins);Unknown;Excellent;Yes;No;No;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;54.266667;-8.466667;54.266667,-8.466667,0.000001
2918.0;23330.0;Norway -- 20620;Sagvag; ;;Norway;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view; ; ; ;a2123330, coa21f, gen21a;0.0;0.0;7.9;9.4;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;Yes;Yes;No;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;59.771666667;5.378888889;59.771667,5.378889,0.000001
2919.0;33470.0;Scotland West Coast -- 32790;Rothesay Dock; ;;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;36019.0; ; ;gen20b, h2033490;3.0;0.0;6.4;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Fair;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Emergency Only;Unknown;Small;55.9;-4.4;55.900000,-4.400000,0.000001
2920.0;35850.0;France NW Coast -- 35720;Port Of Rouen; ;FRURO;France;"English Channel; North Atlantic Ocean"; ;Sailing Directions Pub. 191 (Enroute) - English Channel;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view; ; ; ;gen20b, h2035850;3.0;0.0;9.4;12.5;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;River (Natural);Unknown;Excellent;Yes;No;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Small;Large;49.45;1.066667;49.450000,1.066667,0.000001
2922.0;24280.0;Sweden -- 23860;Simrishamn; ;SESIM;Sweden;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44120.0; ; ;a2229110, coa22p, gen22e;0.0;0.0;4.9;14.0;4.9;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;Small;Coastal (Tide Gates);Unknown;Fair;No;Yes;Yes;Yes;No;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;No;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;No;No;No;No;Yes;No;No;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;55.558333333;14.358055556;55.558333,14.358056,0.000001
2924.0;25050.0;Sweden Cont -- 24975;Verkeback; ;SEVER;Sweden;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44160.0; ; ;coa22k, gen22e;0.0;0.0;6.4;23.2;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;No;No;No;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Yes;Unknown;Yes;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;57.733333;16.533333;57.733333,16.533333,0.000001
2929.0;100.0;Iceland  West Coast -- 60;Reykjavik;"Akranes; Grundartangi";ISREY;Iceland;North Atlantic Ocean; ;Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view;38603.0; ; ;a1900105, coa19j, gen19b, h1900100;4.5;0.0;6.5;11.0;7.9;12.5;0.0;200.0;0.0;13.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Cargo;Good;Yes;No;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Large;Large;64.15;-21.933333;64.150000,-21.933333,0.000001
