PUERTO BASE;AÑO;NUM_BARCOS
Port de la Selva;2008;25
Port de la Selva;2009;23
Port de la Selva;2010;22
Port de la Selva;2011;20
Port de la Selva;2012;23
Port de la Selva;2013;21
Port de la Selva;2014;20
Port de la Selva;2015;18
Port de la Selva;2016;18
Port de la Selva;2017;16
Port de la Selva;2018;14
Port de la Selva;2019;14
Port de la Selva;2020;13
Port de la Selva;2021;13
Port de la Selva;2022;13
Port de la Selva;2023;10
Port de la Selva;2024;12
Port de la Selva;2025;11
Porto Colom;2006;17
Porto Colom;2007;17
Porto Colom;2008;17
Porto Colom;2009;16
Porto Colom;2010;14
Porto Colom;2011;12
Porto Colom;2012;10
Porto Colom;2013;11
Porto Colom;2014;10
Porto Colom;2015;9
Porto Colom;2016;9
Porto Colom;2017;9
Porto Colom;2018;9
Porto Colom;2019;10
Porto Colom;2020;10
Porto Colom;2021;10
Porto Colom;2022;11
Porto Colom;2023;11
Porto Colom;2024;11
Porto Colom;2025;9
Porto Cristo;2006;17
Porto Cristo;2007;17
Porto Cristo;2008;16
Porto Cristo;2009;14
Porto Cristo;2010;13
Porto Cristo;2011;11
Porto Cristo;2012;11
Porto Cristo;2013;10
Porto Cristo;2014;12
Porto Cristo;2015;10
Porto Cristo;2016;10
Porto Cristo;2017;14
Porto Cristo;2018;13
Porto Cristo;2019;12
Porto Cristo;2020;12
Porto Cristo;2021;9
Porto Cristo;2022;8
Porto Cristo;2023;8
Porto Cristo;2024;8
Porto Cristo;2025;8
Portonovo;2006;44
Portonovo;2007;37
Portonovo;2008;36
Portonovo;2009;36
Portonovo;2010;36
Portonovo;2011;34
Portonovo;2012;36
Portonovo;2013;37
Portonovo;2014;35
Portonovo;2015;34
Portonovo;2016;31
Portonovo;2017;30
Portonovo;2018;28
Portonovo;2019;27
Portonovo;2020;26
Portonovo;2021;26
Portonovo;2022;28
Portonovo;2023;25
Portonovo;2024;26
Portonovo;2025;26
Portosín;2006;73
Portosín;2007;71
Portosín;2008;62
Portosín;2009;63
Portosín;2010;64
Portosín;2011;66
Portosín;2012;60
Portosín;2013;58
Portosín;2014;59
Portosín;2015;59
Portosín;2016;58
Portosín;2017;61
Portosín;2018;57
Portosín;2019;58
Portosín;2020;59
Portosín;2021;61
Portosín;2022;58
Portosín;2023;58
Portosín;2024;58
Portosín;2025;54
Premiá de Mar;2010;1
Premiá de Mar;2011;1
Premiá de Mar;2012;1
Premiá de Mar;2013;1
Premiá de Mar;2014;1
Premiá de Mar;2015;1
Premiá de Mar;2016;2
Premiá de Mar;2017;2
Premiá de Mar;2018;1
Premiá de Mar;2019;1
Premiá de Mar;2020;1
Premiá de Mar;2021;1
Puentedeume;2006;24
Puentedeume;2007;24
Puentedeume;2008;23
Puentedeume;2009;22
Puentedeume;2010;22
Puentedeume;2011;23
Puentedeume;2012;24
Puentedeume;2013;27
Puentedeume;2014;26
Puentedeume;2015;26
Puentedeume;2016;25
Puentedeume;2017;25
Puentedeume;2018;24
Puentedeume;2019;24
Puentedeume;2020;24
Puentedeume;2021;23
Puentedeume;2022;23
Puentedeume;2023;22
Puentedeume;2024;22
Puentedeume;2025;22
Puerto Real;2006;2
Puerto Real;2007;2
Puerto Real;2008;2
Puerto Real;2009;2
Puerto Real;2010;2
Puerto Real;2011;2
Puerto Real;2012;2
Puerto Real;2013;2
Puerto Real;2014;2
Puerto Real;2015;2
Puerto Real;2016;1
Puerto Real;2017;1
Puerto Real;2018;1
Puerto Real;2019;1
Puerto Real;2020;1
Puerto Real;2021;1
Puerto Real;2022;1
Puerto Real;2023;1
Puerto Real;2024;1
Puerto Real;2025;1
Puerto Santiago;2006;12
Puerto Santiago;2007;12
Puerto Santiago;2008;9
Puerto Santiago;2009;6
Puerto Santiago;2010;6
Puerto Santiago;2011;5
Puerto Santiago;2012;1
Puerto Santiago;2013;1
Puerto Santiago;2014;1
Puerto Santiago;2015;1
Puerto Santiago;2016;1
Puerto Santiago;2017;1
Puerto Santiago;2018;1
Puerto de Santa Maria;2006;31
Puerto de Santa Maria;2007;28
Puerto de Santa Maria;2008;22
Puerto de Santa Maria;2009;22
Puerto de Santa Maria;2010;19
Puerto de Santa Maria;2011;18
Puerto de Santa Maria;2012;17
Puerto de Santa Maria;2013;15
Puerto de Santa Maria;2014;17
Puerto de Santa Maria;2015;18
Puerto de Santa Maria;2016;19
Puerto de Santa Maria;2017;19
Puerto de Santa Maria;2018;22
Puerto de Santa Maria;2019;20
Puerto de Santa Maria;2020;21
Puerto de Santa Maria;2021;22
Puerto de Santa Maria;2022;22
Puerto de Santa Maria;2023;22
Puerto de Santa Maria;2024;19
Puerto de Santa Maria;2025;16
Puerto de Sóller;2006;12
Puerto de Sóller;2007;12
Puerto de Sóller;2008;12
Puerto de Sóller;2009;11
Puerto de Sóller;2010;11
Puerto de Sóller;2011;11
Puerto de Sóller;2012;10
Puerto de Sóller;2013;11
Puerto de Sóller;2014;10
Puerto de Sóller;2015;10
Puerto de Sóller;2016;10
Puerto de Sóller;2017;11
Puerto de Sóller;2018;10
Puerto de Sóller;2019;9
Puerto de Sóller;2020;9
Puerto de Sóller;2021;9
Puerto de Sóller;2022;10
Puerto de Sóller;2023;10
Puerto de Sóller;2024;11
Puerto de Sóller;2025;12
Puerto de Vega;2006;25
Puerto de Vega;2007;25
Puerto de Vega;2008;23
Puerto de Vega;2009;21
Puerto de Vega;2010;22
Puerto de Vega;2011;20
Puerto de Vega;2012;17
Puerto de Vega;2013;17
Puerto de Vega;2014;13
Puerto de Vega;2015;13
Puerto de Vega;2016;12
Puerto de Vega;2017;13
Puerto de Vega;2018;13
Puerto de Vega;2019;13
Puerto de Vega;2020;15
Puerto de Vega;2021;15
Puerto de Vega;2022;15
Puerto de Vega;2023;16
Puerto de Vega;2024;15
Puerto de Vega;2025;14
Puerto de la Cruz;2006;29
Puerto de la Cruz;2007;31
Puerto de la Cruz;2008;29
Puerto de la Cruz;2009;30
Puerto de la Cruz;2010;28
Puerto de la Cruz;2011;26
Puerto de la Cruz;2012;22
Puerto de la Cruz;2013;18
Puerto de la Cruz;2014;18
Puerto de la Cruz;2015;18
Puerto de la Cruz;2016;18
Puerto de la Cruz;2017;17
Puerto de la Cruz;2018;17
Puerto de la Cruz;2019;18
Puerto de la Cruz;2020;17
Puerto de la Cruz;2021;16
Puerto de la Cruz;2022;16
Puerto de la Cruz;2023;14
Puerto de la Cruz;2024;15
Puerto de la Cruz;2025;18
Puerto del Carmen;2008;15
Puerto del Carmen;2009;21
Puerto del Carmen;2010;21
Puerto del Carmen;2011;21
Puerto del Carmen;2012;20
Puerto del Carmen;2013;19
Puerto del Carmen;2014;20
Puerto del Carmen;2015;21
Puerto del Carmen;2016;20
Puerto del Carmen;2017;20
Puerto del Carmen;2018;19
Puerto del Carmen;2019;19
Puerto del Carmen;2020;19
Puerto del Carmen;2021;20
Puerto del Carmen;2022;19
Puerto del Carmen;2023;18
Puerto del Carmen;2024;18
Puerto del Carmen;2025;19
Puerto del Rosario;2006;97
Puerto del Rosario;2007;77
Puerto del Rosario;2008;48
Puerto del Rosario;2009;42
Puerto del Rosario;2010;38
Puerto del Rosario;2011;35
Puerto del Rosario;2012;24
Puerto del Rosario;2013;21
Puerto del Rosario;2014;17
Puerto del Rosario;2015;15
Puerto del Rosario;2016;14
Puerto del Rosario;2017;13
Puerto del Rosario;2018;12
Puerto del Rosario;2019;13
Puerto del Rosario;2020;12
Puerto del Rosario;2021;12
Puerto del Rosario;2022;12
Puerto del Rosario;2023;13
Puerto del Rosario;2024;12
Puerto del Rosario;2025;12
Puerto del Son;2006;81
Puerto del Son;2007;73
Puerto del Son;2008;48
Puerto del Son;2009;51
Puerto del Son;2010;50
Puerto del Son;2011;45
Puerto del Son;2012;40
Puerto del Son;2013;40
Puerto del Son;2014;38
Puerto del Son;2015;38
Puerto del Son;2016;38
Puerto del Son;2017;39
Puerto del Son;2018;38
Puerto del Son;2019;41
Puerto del Son;2020;41
Puerto del Son;2021;43
Puerto del Son;2022;44
Puerto del Son;2023;46
Puerto del Son;2024;43
Puerto del Son;2025;44
Punta Hidalgo;2006;9
Punta Hidalgo;2007;5
Punta Hidalgo;2008;7
Punta Hidalgo;2009;9
Punta Hidalgo;2010;9
Punta Hidalgo;2011;9
Punta Hidalgo;2012;11
Punta Hidalgo;2013;11
Punta Hidalgo;2014;15
Punta Hidalgo;2015;16
Punta Hidalgo;2016;16
Punta Hidalgo;2017;18
Punta Hidalgo;2018;20
Punta Hidalgo;2019;20
Punta Hidalgo;2020;21
Punta Hidalgo;2021;21
Punta Hidalgo;2022;20
Punta Hidalgo;2023;19
Punta Hidalgo;2024;19
Punta Hidalgo;2025;19
Punta Umbria;2006;103
Punta Umbria;2007;100
Punta Umbria;2008;101
Punta Umbria;2009;102
Punta Umbria;2010;108
Punta Umbria;2011;106
Punta Umbria;2012;106
Punta Umbria;2013;107
Punta Umbria;2014;104
Punta Umbria;2015;101
Punta Umbria;2016;100
Punta Umbria;2017;101
Punta Umbria;2018;100
Punta Umbria;2019;105
Punta Umbria;2020;108
Punta Umbria;2021;108
Punta Umbria;2022;109
Punta Umbria;2023;109
Punta Umbria;2024;113
Punta Umbria;2025;116
Rajo;2006;16
Rajo;2007;15
Rajo;2008;12
Rajo;2009;12
Rajo;2010;11
Rajo;2011;10
Rajo;2012;9
Rajo;2013;10
Rajo;2014;10
Rajo;2015;10
Rajo;2016;9
Rajo;2017;9
Rajo;2018;8
Rajo;2019;7
Rajo;2020;6
Rajo;2021;5
Rajo;2022;5
Rajo;2023;5
Rajo;2024;5
Rajo;2025;5
Redondela;2006;195
Redondela;2007;191
Redondela;2008;132
Redondela;2009;128
Redondela;2010;128
Redondela;2011;117
Redondela;2012;112
Redondela;2013;107
Redondela;2014;105
Redondela;2015;99
Redondela;2016;98
Redondela;2017;95
Redondela;2018;90
Redondela;2019;84
Redondela;2020;76
Redondela;2021;70
Redondela;2022;64
Redondela;2023;62
Redondela;2024;60
Redondela;2025;56
Rianjo;2006;388
Rianjo;2007;377
Rianjo;2008;247
Rianjo;2009;241
Rianjo;2010;232
Rianjo;2011;220
Rianjo;2012;212
Rianjo;2013;205
Rianjo;2014;206
Rianjo;2015;205
Rianjo;2016;204
Rianjo;2017;201
Rianjo;2018;197
Rianjo;2019;198
Rianjo;2020;197
Rianjo;2021;197
Rianjo;2022;197
Rianjo;2023;196
Rianjo;2024;194
Rianjo;2025;192
Ribadeo;2006;7
Ribadeo;2007;7
Ribadeo;2008;8
Ribadeo;2009;8
Ribadeo;2010;8
Ribadeo;2011;8
Ribadeo;2012;9
Ribadeo;2013;8
Ribadeo;2014;8
Ribadeo;2015;5
Ribadeo;2016;4
Ribadeo;2017;5
Ribadeo;2018;4
Ribadeo;2019;4
Ribadeo;2020;4
Ribadeo;2021;4
Ribadeo;2022;4
Ribadeo;2023;4
Ribadeo;2024;4
Ribadeo;2025;4
Ribadesella;2006;8
Ribadesella;2007;8
Ribadesella;2008;8
Ribadesella;2009;8
Ribadesella;2010;8
Ribadesella;2011;9
Ribadesella;2012;9
Ribadesella;2013;8
Ribadesella;2014;8
Ribadesella;2015;9
Ribadesella;2016;9
Ribadesella;2017;9
Ribadesella;2018;9
Ribadesella;2019;10
Ribadesella;2020;11
Ribadesella;2021;11
Ribadesella;2022;11
Ribadesella;2023;11
Ribadesella;2024;10
Ribadesella;2025;10
Rinlo;2006;1
Roquetas De Mar;2006;25
Roquetas De Mar;2007;24
Roquetas De Mar;2008;23
Roquetas De Mar;2009;25
Roquetas De Mar;2010;24
Roquetas De Mar;2011;22
Roquetas De Mar;2012;17
Roquetas De Mar;2013;16
Roquetas De Mar;2014;15
Roquetas De Mar;2015;17
Roquetas De Mar;2016;17
Roquetas De Mar;2017;17
Roquetas De Mar;2018;18
Roquetas De Mar;2019;16
Roquetas De Mar;2020;19
Roquetas De Mar;2021;19
Roquetas De Mar;2022;20
Roquetas De Mar;2023;21
Roquetas De Mar;2024;20
Roquetas De Mar;2025;21
Rosas;2006;89
Rosas;2007;90
Rosas;2008;83
Rosas;2009;80
Rosas;2010;78
Rosas;2011;78
Rosas;2012;77
Rosas;2013;70
Rosas;2014;68
Rosas;2015;68
Rosas;2016;68
Rosas;2017;58
Rosas;2018;51
Rosas;2019;48
Rosas;2020;43
Rosas;2021;44
Rosas;2022;43
Rosas;2023;37
Rosas;2024;31
Rosas;2025;31
Rota;2006;36
Rota;2007;37
Rota;2008;36
Rota;2009;36
Rota;2010;35
Rota;2011;32
Rota;2012;31
Rota;2013;30
Rota;2014;29
Rota;2015;28
Rota;2016;28
Rota;2017;30
Rota;2018;28
Rota;2019;28
Rota;2020;29
Rota;2021;31
Rota;2022;31
Rota;2023;30
Rota;2024;31
Rota;2025;31
Sada;2006;24
Sada;2007;23
Sada;2008;23
Sada;2009;23
Sada;2010;24
Sada;2011;27
Sada;2012;28
Sada;2013;27
Sada;2014;26
Sada;2015;25
Sada;2016;26
Sada;2017;24
Sada;2018;27
Sada;2019;24
Sada;2020;24
Sada;2021;21
Sada;2022;21
Sada;2023;23
Sada;2024;23
Sada;2025;23
Sagunto;2006;27
Sagunto;2007;26
Sagunto;2008;20
Sagunto;2009;16
Sagunto;2010;16
Sagunto;2011;14
Sagunto;2012;8
Sagunto;2013;8
Sagunto;2014;9
Sagunto;2015;9
Sagunto;2016;9
Sagunto;2017;8
Sagunto;2018;8
Sagunto;2019;8
Sagunto;2020;8
Sagunto;2021;6
Sagunto;2022;7
Sagunto;2023;5
Sagunto;2024;2
Sagunto;2025;2
San Adrián;2006;7
San Adrián;2007;7
San Adrián;2008;4
San Adrián;2009;4
San Adrián;2010;3
San Adrián;2011;3
San Adrián;2012;3
San Adrián;2013;3
San Adrián;2014;3
San Adrián;2015;3
San Adrián;2016;3
San Adrián;2017;3
San Adrián;2018;3
San Adrián;2019;2
San Adrián;2020;1
San Adrián;2021;1
San Adrián;2022;1
San Andrés;2006;6
San Andrés;2007;6
San Andrés;2008;8
San Andrés;2009;8
San Andrés;2010;10
San Andrés;2011;11
San Andrés;2012;9
San Andrés;2013;9
San Andrés;2014;9
San Andrés;2015;9
San Andrés;2016;8
San Andrés;2017;8
San Andrés;2018;7
San Andrés;2019;6
San Andrés;2020;6
San Andrés;2021;6
San Andrés;2022;5
San Andrés;2023;5
San Andrés;2024;3
San Andrés;2025;3
San Antonio Abad;2006;30
San Antonio Abad;2007;30
San Antonio Abad;2008;24
San Antonio Abad;2009;22
San Antonio Abad;2010;21
San Antonio Abad;2011;21
San Antonio Abad;2012;20
San Antonio Abad;2013;21
San Antonio Abad;2014;18
San Antonio Abad;2015;19
San Antonio Abad;2016;19
San Antonio Abad;2017;20
San Antonio Abad;2018;19
San Antonio Abad;2019;20
San Antonio Abad;2020;20
San Antonio Abad;2021;20
San Antonio Abad;2022;21
San Antonio Abad;2023;22
San Antonio Abad;2024;22
San Antonio Abad;2025;22
San Carlos de la Rápita;2006;109
San Carlos de la Rápita;2007;106
San Carlos de la Rápita;2008;93
San Carlos de la Rápita;2009;89
San Carlos de la Rápita;2010;89
San Carlos de la Rápita;2011;90
San Carlos de la Rápita;2012;85
San Carlos de la Rápita;2013;90
San Carlos de la Rápita;2014;90
San Carlos de la Rápita;2015;88
San Carlos de la Rápita;2016;88
San Carlos de la Rápita;2017;88
San Carlos de la Rápita;2018;90
San Carlos de la Rápita;2019;89
San Carlos de la Rápita;2020;88
San Carlos de la Rápita;2021;88
San Carlos de la Rápita;2022;91
San Carlos de la Rápita;2023;91
San Carlos de la Rápita;2024;95
San Carlos de la Rápita;2025;97
San Ciprián;2006;17
San Ciprián;2007;19
San Ciprián;2008;19
San Ciprián;2009;19
San Ciprián;2010;18
San Ciprián;2011;17
San Ciprián;2012;16
San Ciprián;2013;16
San Ciprián;2014;15
San Ciprián;2015;13
San Ciprián;2016;13
San Ciprián;2017;13
San Ciprián;2018;12
San Ciprián;2019;12
San Ciprián;2020;13
San Ciprián;2021;13
San Ciprián;2022;13
San Ciprián;2023;12
San Ciprián;2024;11
San Ciprián;2025;11
San Cristóbal;2008;8
San Cristóbal;2009;8
San Cristóbal;2010;9
San Cristóbal;2011;8
San Cristóbal;2012;8
San Cristóbal;2013;7
San Cristóbal;2014;8
San Cristóbal;2015;8
San Cristóbal;2016;8
San Cristóbal;2017;10
San Cristóbal;2018;10
San Cristóbal;2019;9
San Cristóbal;2020;9
San Cristóbal;2021;7
San Cristóbal;2022;10
San Cristóbal;2023;10
San Cristóbal;2024;10
San Cristóbal;2025;9
San Esteban de Pravia;2006;1
San Esteban de Pravia;2007;1
San Feliu De Guixols;2006;29
San Feliu De Guixols;2007;28
San Feliu De Guixols;2008;24
San Feliu De Guixols;2009;24
San Feliu De Guixols;2010;22
San Feliu De Guixols;2011;20
San Feliu De Guixols;2012;17
San Feliu De Guixols;2013;15
San Feliu De Guixols;2014;17
San Feliu De Guixols;2015;17
San Feliu De Guixols;2016;15
San Feliu De Guixols;2017;16
San Feliu De Guixols;2018;16
San Feliu De Guixols;2019;16
San Feliu De Guixols;2020;16
San Feliu De Guixols;2021;17
San Feliu De Guixols;2022;16
San Feliu De Guixols;2023;15
San Feliu De Guixols;2024;11
San Feliu De Guixols;2025;11
San Fernando;2006;25
San Fernando;2007;24
San Fernando;2008;14
San Fernando;2009;13
San Fernando;2010;12
San Fernando;2011;12
San Fernando;2012;12
San Fernando;2013;12
San Fernando;2014;12
San Fernando;2015;10
San Fernando;2016;10
San Fernando;2017;10
San Fernando;2018;10
San Fernando;2019;10
San Fernando;2020;10
San Fernando;2021;10
San Fernando;2022;9
San Fernando;2023;9
San Fernando;2024;9
San Fernando;2025;8
San Juan de la Arena;2006;19
San Juan de la Arena;2007;19
San Juan de la Arena;2008;17
San Juan de la Arena;2009;17
San Juan de la Arena;2010;16
San Juan de la Arena;2011;15
San Juan de la Arena;2012;15
San Juan de la Arena;2013;14
San Juan de la Arena;2014;14
San Juan de la Arena;2015;15
San Juan de la Arena;2016;15
San Juan de la Arena;2017;16
San Juan de la Arena;2018;17
San Juan de la Arena;2019;17
San Juan de la Arena;2020;20
San Juan de la Arena;2021;21
San Juan de la Arena;2022;20
San Juan de la Arena;2023;25
San Juan de la Arena;2024;25
San Juan de la Arena;2025;27
San Miguel de Tajao;2006;15
San Miguel de Tajao;2007;16
San Miguel de Tajao;2008;19
San Miguel de Tajao;2009;18
San Miguel de Tajao;2010;18
San Miguel de Tajao;2011;20
San Miguel de Tajao;2012;19
San Miguel de Tajao;2013;18
San Miguel de Tajao;2014;17
San Miguel de Tajao;2015;17
San Miguel de Tajao;2016;17
San Miguel de Tajao;2017;17
San Miguel de Tajao;2018;19
San Miguel de Tajao;2019;19
San Miguel de Tajao;2020;19
San Miguel de Tajao;2021;20
San Miguel de Tajao;2022;20
San Miguel de Tajao;2023;20
San Miguel de Tajao;2024;20
San Miguel de Tajao;2025;18
San Pedro del Pinatar;2006;92
San Pedro del Pinatar;2007;86
San Pedro del Pinatar;2008;73
San Pedro del Pinatar;2009;72
San Pedro del Pinatar;2010;71
San Pedro del Pinatar;2011;69
San Pedro del Pinatar;2012;66
San Pedro del Pinatar;2013;64
San Pedro del Pinatar;2014;63
San Pedro del Pinatar;2015;64
San Pedro del Pinatar;2016;64
San Pedro del Pinatar;2017;63
San Pedro del Pinatar;2018;61
San Pedro del Pinatar;2019;66
San Pedro del Pinatar;2020;66
San Pedro del Pinatar;2021;72
San Pedro del Pinatar;2022;78
San Pedro del Pinatar;2023;82
San Pedro del Pinatar;2024;82
San Pedro del Pinatar;2025;81
San Pol de Mar;2006;14
San Pol de Mar;2007;14
San Pol de Mar;2008;11
San Pol de Mar;2009;11
San Pol de Mar;2010;10
San Pol de Mar;2011;9
San Pol de Mar;2012;9
San Pol de Mar;2013;8
San Pol de Mar;2014;8
San Pol de Mar;2015;7
San Pol de Mar;2016;8
San Pol de Mar;2017;8
San Pol de Mar;2018;8
San Pol de Mar;2019;8
San Sebastián;2006;17
San Sebastián;2007;15
San Sebastián;2008;15
San Sebastián;2009;14
San Sebastián;2010;13
San Sebastián;2011;12
San Sebastián;2012;11
San Sebastián;2013;10
San Sebastián;2014;9
San Sebastián;2015;6
San Sebastián;2016;5
San Sebastián;2017;5
San Sebastián;2018;5
San Sebastián;2019;5
San Sebastián;2020;3
San Sebastián;2021;3
San Sebastián;2022;3
San Sebastián;2023;3
San Sebastián;2024;3
San Sebastián;2025;3
San Sebastián de la Gomera;2006;9
San Sebastián de la Gomera;2007;8
San Sebastián de la Gomera;2008;8
San Sebastián de la Gomera;2009;1
San Vicente de la Barquera;2006;24
San Vicente de la Barquera;2007;25
San Vicente de la Barquera;2008;21
San Vicente de la Barquera;2009;21
San Vicente de la Barquera;2010;21
San Vicente de la Barquera;2011;18
San Vicente de la Barquera;2012;19
San Vicente de la Barquera;2013;18
San Vicente de la Barquera;2014;19
San Vicente de la Barquera;2015;19
San Vicente de la Barquera;2016;18
San Vicente de la Barquera;2017;17
San Vicente de la Barquera;2018;18
San Vicente de la Barquera;2019;20
San Vicente de la Barquera;2020;20
San Vicente de la Barquera;2021;19
San Vicente de la Barquera;2022;19
San Vicente de la Barquera;2023;18
San Vicente de la Barquera;2024;17
San Vicente de la Barquera;2025;17
Sanjenjo;2006;29
Sanjenjo;2007;27
Sanjenjo;2008;24
Sanjenjo;2009;23
Sanjenjo;2010;22
Sanjenjo;2011;22
Sanjenjo;2012;22
Sanjenjo;2013;19
Sanjenjo;2014;19
Sanjenjo;2015;16
Sanjenjo;2016;18
Sanjenjo;2017;16
Sanjenjo;2018;16
Sanjenjo;2019;16
Sanjenjo;2020;17
Sanjenjo;2021;17
Sanjenjo;2022;19
Sanjenjo;2023;20
Sanjenjo;2024;20
Sanjenjo;2025;19
Sanlucar De Barrameda;2006;115
Sanlucar De Barrameda;2007;118
Sanlucar De Barrameda;2008;118
Sanlucar De Barrameda;2009;120
Sanlucar De Barrameda;2010;122
Sanlucar De Barrameda;2011;121
Sanlucar De Barrameda;2012;119
Sanlucar De Barrameda;2013;121
Sanlucar De Barrameda;2014;120
Sanlucar De Barrameda;2015;119
Sanlucar De Barrameda;2016;120
Sanlucar De Barrameda;2017;117
Sanlucar De Barrameda;2018;113
Sanlucar De Barrameda;2019;109
Sanlucar De Barrameda;2020;108
Sanlucar De Barrameda;2021;105
Sanlucar De Barrameda;2022;104
Sanlucar De Barrameda;2023;103
Sanlucar De Barrameda;2024;98
Sanlucar De Barrameda;2025;94
Santa Cristina de Cobres;2011;10
Santa Cristina de Cobres;2012;10
Santa Cristina de Cobres;2013;11
Santa Cristina de Cobres;2014;13
Santa Cristina de Cobres;2015;13
Santa Cristina de Cobres;2016;14
Santa Cristina de Cobres;2017;15
Santa Cristina de Cobres;2018;15
Santa Cristina de Cobres;2019;16
Santa Cristina de Cobres;2020;21
Santa Cristina de Cobres;2021;25
Santa Cristina de Cobres;2022;26
Santa Cristina de Cobres;2023;28
Santa Cristina de Cobres;2024;29
Santa Cristina de Cobres;2025;29
Santa Cruz de La Palma;2006;43
Santa Cruz de La Palma;2007;42
Santa Cruz de La Palma;2008;37
Santa Cruz de La Palma;2009;34
Santa Cruz de La Palma;2010;34
Santa Cruz de La Palma;2011;33
Santa Cruz de La Palma;2012;31
Santa Cruz de La Palma;2013;31
Santa Cruz de La Palma;2014;26
Santa Cruz de La Palma;2015;23
Santa Cruz de La Palma;2016;22
Santa Cruz de La Palma;2017;19
Santa Cruz de La Palma;2018;19
Santa Cruz de La Palma;2019;19
Santa Cruz de La Palma;2020;18
Santa Cruz de La Palma;2021;19
Santa Cruz de La Palma;2022;19
Santa Cruz de La Palma;2023;20
Santa Cruz de La Palma;2024;17
Santa Cruz de La Palma;2025;16
Santa Cruz de Tenerife;2006;56
Santa Cruz de Tenerife;2007;56
Santa Cruz de Tenerife;2008;51
Santa Cruz de Tenerife;2009;49
Santa Cruz de Tenerife;2010;44
Santa Cruz de Tenerife;2011;39
Santa Cruz de Tenerife;2012;34
Santa Cruz de Tenerife;2013;35
Santa Cruz de Tenerife;2014;31
Santa Cruz de Tenerife;2015;31
Santa Cruz de Tenerife;2016;29
Santa Cruz de Tenerife;2017;34
Santa Cruz de Tenerife;2018;35
Santa Cruz de Tenerife;2019;35
Santa Cruz de Tenerife;2020;35
Santa Cruz de Tenerife;2021;36
Santa Cruz de Tenerife;2022;29
Santa Cruz de Tenerife;2023;27
Santa Cruz de Tenerife;2024;24
Santa Cruz de Tenerife;2025;23
Santa Eugenia de Riveira;2006;329
Santa Eugenia de Riveira;2007;320
Santa Eugenia de Riveira;2008;291
Santa Eugenia de Riveira;2009;291
Santa Eugenia de Riveira;2010;285
Santa Eugenia de Riveira;2011;279
Santa Eugenia de Riveira;2012;267
Santa Eugenia de Riveira;2013;262
Santa Eugenia de Riveira;2014;264
Santa Eugenia de Riveira;2015;256
Santa Eugenia de Riveira;2016;253
Santa Eugenia de Riveira;2017;257
Santa Eugenia de Riveira;2018;252
Santa Eugenia de Riveira;2019;251
Santa Eugenia de Riveira;2020;252
Santa Eugenia de Riveira;2021;246
Santa Eugenia de Riveira;2022;244
Santa Eugenia de Riveira;2023;242
Santa Eugenia de Riveira;2024;235
Santa Eugenia de Riveira;2025;233
Santa Marta de Ortigueira;2006;1
Santa Marta de Ortigueira;2007;1
Santa Pola;2006;95
Santa Pola;2007;94
Santa Pola;2008;90
Santa Pola;2009;83
Santa Pola;2010;74
Santa Pola;2011;77
Santa Pola;2012;77
Santa Pola;2013;78
Santa Pola;2014;84
Santa Pola;2015;85
Santa Pola;2016;88
Santa Pola;2017;86
Santa Pola;2018;90
Santa Pola;2019;89
Santa Pola;2020;90
Santa Pola;2021;90
Santa Pola;2022;89
Santa Pola;2023;87
Santa Pola;2024;87
Santa Pola;2025;87
Santander;2006;42
Santander;2007;40
Santander;2008;39
Santander;2009;39
Santander;2010;32
Santander;2011;29
Santander;2012;28
Santander;2013;28
Santander;2014;27
Santander;2015;24
Santander;2016;23
Santander;2017;23
Santander;2018;23
Santander;2019;21
Santander;2020;22
Santander;2021;24
Santander;2022;24
Santander;2023;22
Santander;2024;22
Santander;2025;21
Santañí;2006;14
Santañí;2007;14
Santañí;2008;13
Santañí;2009;13
Santañí;2010;11
Santañí;2011;12
Santañí;2012;13
Santañí;2013;13
Santañí;2014;13
Santañí;2015;13
Santañí;2016;14
Santañí;2017;13
Santañí;2018;13
Santañí;2019;13
Santañí;2020;10
Santañí;2021;9
Santañí;2022;11
Santañí;2023;10
Santañí;2024;10
Santañí;2025;10
Santoña;2006;36
Santoña;2007;34
Santoña;2008;32
Santoña;2009;34
Santoña;2010;32
Santoña;2011;33
Santoña;2012;33
Santoña;2013;34
Santoña;2014;33
Santoña;2015;33
Santoña;2016;35
Santoña;2017;36
Santoña;2018;35
Santoña;2019;35
Santoña;2020;37
Santoña;2021;34
Santoña;2022;36
Santoña;2023;37
Santoña;2024;37
Santoña;2025;39
Santurce;2006;13
Santurce;2007;11
Santurce;2008;10
Santurce;2009;10
Santurce;2010;10
Santurce;2011;9
Santurce;2012;9
Santurce;2013;9
Santurce;2014;10
Santurce;2015;9
Santurce;2016;9
Santurce;2017;9
Santurce;2018;8
Santurce;2019;9
Santurce;2020;8
Santurce;2021;7
Santurce;2022;7
Santurce;2023;7
Santurce;2024;7
Santurce;2025;7
Sitges;2006;17
Sitges;2007;15
Sitges;2008;14
Sitges;2009;15
Sitges;2010;15
Sitges;2011;14
Sitges;2012;13
Sitges;2013;13
Sitges;2014;13
Sitges;2015;13
Sitges;2016;13
Sitges;2017;12
Sitges;2018;11
Sitges;2019;8
Sitges;2020;7
Sitges;2021;5
Sitges;2022;4
Sitges;2023;4
Sitges;2024;4
Sitges;2025;4
Suances;2006;9
Suances;2007;9
